dual,total_duals,nonzero_duals,percent_nonzero
battery_charge_new_max_duals,51744,731,1.4127241805813235
battery_charge_old_duals,0,0,0.0
battery_discharge_new_max_duals,51744,472,0.9121830550401978
battery_discharge_old_duals,0,0,0.0
branch_extension_duals,76,2,2.631578947368421
branch_flow_new_duals_max,89376,12634,14.13578589330469
branch_flow_new_duals_min,89376,32165,35.988408521303256
branch_flow_old_duals_max,89376,12610,14.108933046902973
branch_flow_old_duals_min,89376,32140,35.960436806301466
emissions_duals,7,0,0.0
gen_extension_duals,204,96,47.05882352941176
gen_output_new_duals,239904,170863,71.22140522875817
gen_output_old_duals,239904,172637,71.9608676804055
load_shedding_duals,51744,0,0.0
power_balance_duals,51744,51744,100.0
