year,DE,GA,NT,Average
2025,,,41.982540288300896,41.982540288300896
2030,,,39.5746162692885,39.5746162692885
2040,42.336901469065474,39.585455344948045,41.550910026439595,41.15775561348437
2050,60.393513686185265,40.198872694492486,,50.296193190338876
