scenario,year,dual_value
NT,2025,-31475.5357946027
NT,2030,-11564.92457750947
NT,2040,-3.276691891128269
GA,2040,-5.7314201301352234
DE,2040,-3.284319323077728
GA,2050,-4.915037836692403
DE,2050,-719.2500035095476
