year,scenario,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,NT,91755106.55615628,6653631.129637495,43091019.859523,88339679.74588127,19154103.058242563,25797124.222951442,274790664.572392
2030,NT,78913081.94823639,2766264.7169687757,49500268.38711362,102850043.42298107,25538804.07765675,34396165.63060192,293964628.1835585
2040,DE,35747065.94110675,1590862.342053423,18597073.93822621,41538854.75939602,10565304.133953463,14331735.679417467,122370896.79415333
2040,GA,27028270.639972348,822946.6356815317,17638067.914934427,38446028.949015796,10565304.133953463,14331735.679417467,108832353.95297503
2040,NT,33838994.37749369,1373298.5251050915,18432186.404673707,40936306.77839879,10565304.133953463,14331735.679417467,119477825.8990422
2050,DE,59176022.4357708,2703525.910365599,28319557.530450173,66285547.74007449,15847956.200930199,25797124.222951442,198129734.04054272
2050,GA,44742868.65210791,1372312.7364863725,26929401.7758168,61021393.38456784,15847956.200930199,25797124.222951442,175711056.97286057
