year,CCGT,coal,offwind-ac,onwind,ror,solar
2025,91755106.55615628,6653631.129637495,43091019.859523,88339679.74588127,19154103.058242563,25797124.222951442
2030,78913081.94823639,2766264.7169687757,49500268.38711362,102850043.42298107,25538804.07765675,34396165.63060192
2040,96614330.95857278,3787107.5028400463,54667328.257834345,120921190.48681061,31695912.401860394,42995207.0382524
2050,103918891.08787872,4075838.6468519713,55248959.30626697,127306941.12464234,31695912.401860397,51594248.445902884
