year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,5036141339.556709,368591002.0633425,646365.297892845,1325095.1961882175,0.0,257971.2422295144,5406961773.356361
2030,4330573672.945095,153242682.69971573,742504.0258067043,1542750.6513447142,0.0,343961.6563060192,4486445571.978268
2040,5304675728.101532,209794279.57399663,820009.923867515,1813817.857302157,0.0,429952.070382524,5517533787.52708
2050,5708399333.7911,225789110.00939664,828734.3895940045,1909604.1168696324,0.0,515942.4844590288,5937442724.791419
