Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
30337491862.656223,,562.7244501113892,140.5801703929901,563.3692116737366,703.9493820667267,1895688,1739612,4617725,0,0,0,2
