year,num_buildout,capacity,investment_cost,cycles_per_year
2025,2,263.0047414429953,5775301.376263784,238.05924799136025
2030,2,739.4626063759579,10462502.493231496,188.69587500000003
2040,2,7829.0709094417625,155680176.5824499,247.55488722623596
2050,2,33702.64548713992,568155882.0863745,183.35333265012977
