year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout
2025,95000,17901.032122027384,19,5,303786242.8358042
2030,95000,11949.287185761466,19,3,203916415.95494914
2040,95000,0.0,19,0,0.0
2050,95000,0.0,19,0,0.0
