Label,Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
SP,22904475405.44718,,1269.2100801467896,133.50720405578613,1269.7800252437592,1403.2872292995453,1895688,1440348,3869565,0,0,0,2
EV,22623393483.305077,,519.3634240627289,69.80258202552795,519.5987892150879,589.4013712406158,632328,823312,2150346,0,0,0,2
EEV,26155810390.59819,,6.47552490234375,134.06662940979004,7.027620792388916,141.09425020217896,1895688,1440348,3869565,0,0,0,2
EVPI,22751518562.24336,,414.5861344734828,82.35161129633586,414.9919806321462,497.34359192848206,1474568.0,823317.3333333334,2265034.0,0.0,0.0,0.0,2.0
EVPI std,818211938.7782375,,58.874705683600034,5.170212659153885,58.827748996452996,55.52342669197194,326198.1493509735,2.065591117977289,44418.471400983624,0.0,0.0,0.0,0.0
