Label,Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
SP,37623948502.234825,,906.2650270462036,220.96985363960263,907.2978587150574,1128.26771235466,3258416,2960508,7782901,0,0,0,2
EV,37362449431.267845,,341.7047669887543,113.5102722644806,342.13065671920776,455.6409289836884,1086512,1691956,4325032,0,0,0,2
EEV,37840077912.05131,,30.886270999908447,221.72270011901853,31.922764539718628,253.6454646587372,3258416,2960508,7782901,0,0,0,2
EVPI,37454139919.2499,,377.8030736843745,137.80222658316293,378.5127053260803,516.3149319092432,2534448.0,1691961.3333333333,4554408.0,0.0,0.0,0.0,2.0
EVPI std,1714762453.6530726,,33.979640018768904,9.220843044409802,34.012132232978175,37.33410873801254,560783.2014374182,2.0655911179772892,88836.94280196725,0.0,0.0,0.0,0.0
