snapshot,ES1 0 bat,ES1 1 bat,ES1 2 bat,ES1 3 bat,ES1 4 bat,ES1 5 bat,ES1 6 bat,ES1 7 bat,ES1 8 bat,PT1 0 bat,PT1 1 bat
2013-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3201.0932193047693,811.0758041201985,0.0,0.0,5540.207024008483
2013-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3201.0932193047693,811.0758041201985,0.0,0.0,7047.83094333123
2013-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3201.0932193047693,811.0758041201985,0.0,0.0,10159.532672063759
2013-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3201.0932193047693,811.0758041201985,0.0,0.0,14370.436697661284
2013-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3201.0932193047693,811.0758041201985,0.0,0.0,19399.987278315817
2013-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3201.0932193047693,3738.474144558155,0.0,0.0,21597.50408459855
2013-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3201.0932193047693,3531.942470725485,0.0,0.0,26981.687248051625
2013-01-01 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3201.0932193047693,3325.4107968928147,0.0,0.0,32782.09023764349
2013-01-01 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3201.0932193047693,7299.682237081787,0.0,0.0,34678.28342283921
2013-01-01 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3201.0932193047693,7299.682237081787,0.0,0.0,41006.39209121158
2013-01-01 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3738.2059847683176,7299.682237081787,0.0,0.0,45102.197692003145
2013-01-01 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,8409.431448101408,7299.682237081787,0.0,0.0,45522.142619247614
2013-01-01 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,13646.798003196463,7093.150563249117,0.0,0.0,45897.36730017732
2013-01-01 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,18961.709191785554,6886.618889416447,0.0,0.0,46685.96177860846
2013-01-01 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,24552.967752859164,6680.087215583777,0.0,0.0,47759.037831079324
2013-01-01 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28809.83897374292,6485.827559127968,0.0,0.0,48858.00877682674
2013-01-01 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28809.83897374292,6279.295885295298,0.0,0.0,49861.863216076345
2013-01-01 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27994.715236456035,4662.243545005775,0.0,0.0,48451.10946872573
