generator,week,value
ES1 0 coal,31,1068.524932656719
ES1 0 coal,32,1068.524932656719
ES1 0 coal,33,1068.524932656719
ES1 0 coal,34,1068.524932656719
ES1 0 coal,35,1068.524932656719
ES1 0 coal,36,1068.524932656719
ES1 0 coal,37,1068.524932656719
ES1 0 coal,38,1068.524932656719
ES1 0 coal,39,1068.524932656719
ES1 0 coal,40,1068.524932656719
ES1 0 coal,41,1068.524932656719
ES1 0 coal,42,1068.524932656719
ES1 0 coal,43,1068.524932656719
ES1 0 coal,44,1068.524932656719
ES1 0 coal,45,1068.524932656719
ES1 0 coal,46,1068.524932656719
ES1 0 coal,47,1068.524932656719
ES1 0 coal,48,1068.524932656719
ES1 0 coal,49,1068.524932656719
ES1 0 coal,50,1068.524932656719
ES1 0 coal,51,1068.524932656719
ES1 0 coal,52,1068.524932656719
ES1 0 coal,53,1068.524932656719
ES1 0 offwind-ac,1,212.58505875491943
ES1 0 offwind-ac,2,0.0
ES1 0 offwind-ac,3,212.58505875491943
ES1 0 offwind-ac,4,0.0
ES1 0 offwind-ac,5,0.0
ES1 0 offwind-ac,6,0.0
ES1 0 offwind-ac,7,0.0
ES1 0 offwind-ac,8,212.58505875491943
ES1 0 offwind-ac,9,212.58505875491943
ES1 0 offwind-ac,10,212.58505875491943
ES1 0 offwind-ac,11,212.58505875491943
ES1 0 offwind-ac,12,212.58505875491946
ES1 0 offwind-ac,13,212.58505875491943
ES1 0 offwind-ac,14,212.58505875491946
ES1 0 offwind-ac,15,70.26563938616978
ES1 0 offwind-ac,16,0.0
ES1 0 offwind-ac,17,212.58505875491943
ES1 0 offwind-ac,18,212.58505875491946
ES1 0 offwind-ac,19,212.5850587549194
ES1 0 offwind-ac,20,212.58505875491946
ES1 0 offwind-ac,21,212.58505875491943
ES1 0 offwind-ac,22,212.58505875491946
ES1 0 offwind-ac,23,212.58505875491943
ES1 0 offwind-ac,24,212.58505875491946
ES1 0 offwind-ac,25,212.58505875491946
ES1 0 offwind-ac,26,212.58505875491946
ES1 0 offwind-ac,27,212.58505875491943
ES1 0 offwind-ac,28,212.58505875491946
ES1 0 offwind-ac,29,212.58505875491943
ES1 0 offwind-ac,30,0.0
ES1 0 offwind-ac,31,212.58505875491946
ES1 0 offwind-ac,32,212.58505875491943
ES1 0 offwind-ac,33,212.5850587549194
ES1 0 offwind-ac,34,212.58505875491943
ES1 0 offwind-ac,35,212.58505875491943
ES1 0 offwind-ac,36,212.5850587549194
ES1 0 offwind-ac,37,212.5850587549194
ES1 0 offwind-ac,38,212.5850587549194
ES1 0 offwind-ac,39,0.0
ES1 0 offwind-ac,40,212.58505875491943
ES1 0 offwind-ac,41,212.58505875491943
ES1 0 offwind-ac,42,212.58505875491943
ES1 0 offwind-ac,43,212.58505875491946
ES1 0 offwind-ac,44,0.0
ES1 0 offwind-ac,45,212.58505875491943
ES1 0 offwind-ac,46,0.0
ES1 0 offwind-ac,47,212.58505875491943
ES1 0 offwind-ac,48,212.5850587549194
ES1 0 offwind-ac,49,212.58505875491946
ES1 0 offwind-ac,50,0.0
ES1 0 offwind-ac,51,212.58505875491943
ES1 0 offwind-ac,52,0.0
ES1 0 offwind-ac,53,212.5850587549194
ES1 0 onwind,1,1487.7755517327946
ES1 0 onwind,2,1487.7755517327946
ES1 0 onwind,3,1487.7755517327948
ES1 0 onwind,4,41.97827238649832
ES1 0 onwind,5,0.0
ES1 0 onwind,6,0.0
ES1 0 onwind,7,0.0
ES1 0 onwind,8,0.0
ES1 0 onwind,9,1487.7755517327946
ES1 0 onwind,10,558.1854068414734
ES1 0 onwind,11,1487.7755517327944
ES1 0 onwind,12,0.0
ES1 0 onwind,13,1487.7755517327944
ES1 0 onwind,14,0.0
ES1 0 onwind,15,1487.7755517327948
ES1 0 onwind,16,1487.7755517327946
ES1 0 onwind,17,1487.7755517327946
ES1 0 onwind,18,1487.7755517327946
ES1 0 onwind,19,1487.7755517327946
ES1 0 onwind,20,0.0
ES1 0 onwind,21,1487.7755517327944
ES1 0 onwind,22,1487.7755517327948
ES1 0 onwind,23,0.0
ES1 0 onwind,24,1487.7755517327946
ES1 0 onwind,25,1487.7755517327944
ES1 0 onwind,26,1487.7755517327946
ES1 0 onwind,27,1487.7755517327946
ES1 0 onwind,28,1487.7755517327944
ES1 0 onwind,29,1487.7755517327946
ES1 0 onwind,30,0.0
ES1 0 onwind,31,1487.7755517327944
ES1 0 onwind,32,1487.7755517327948
ES1 0 onwind,33,1487.7755517327946
ES1 0 onwind,34,1487.7755517327946
ES1 0 onwind,35,1487.7755517327948
ES1 0 onwind,36,1487.7755517327946
ES1 0 onwind,37,1487.7755517327948
ES1 0 onwind,38,1487.7755517327948
ES1 0 onwind,39,0.0
ES1 0 onwind,40,1487.7755517327946
ES1 0 onwind,41,1487.7755517327944
ES1 0 onwind,42,1487.7755517327944
ES1 0 onwind,43,1487.7755517327948
ES1 0 onwind,44,1487.7755517327946
ES1 0 onwind,45,0.0
ES1 0 onwind,46,0.0
ES1 0 onwind,47,1487.7755517327946
ES1 0 onwind,48,1487.7755517327946
ES1 0 onwind,49,1487.7755517327944
ES1 0 onwind,50,1487.7755517327946
ES1 0 onwind,51,0.0
ES1 0 onwind,52,0.0
ES1 0 onwind,53,1487.7755517327944
ES1 0 solar,1,1103.2863903115249
ES1 0 solar,2,1103.2863903115249
ES1 0 solar,3,1103.2863903115249
ES1 0 solar,4,1103.2863903115247
ES1 0 solar,5,1103.2863903115249
ES1 0 solar,6,1103.2863903115249
ES1 0 solar,7,1103.2863903115249
ES1 0 solar,8,1103.2863903115247
ES1 0 solar,9,1103.2863903115249
ES1 0 solar,10,1103.2863903115249
ES1 0 solar,11,1103.2863903115249
ES1 0 solar,12,1103.2863903115249
ES1 0 solar,13,1103.2863903115249
ES1 0 solar,14,1103.286390311525
ES1 0 solar,15,1103.2863903115249
ES1 0 solar,16,1103.2863903115249
ES1 0 solar,17,1103.286390311525
ES1 0 solar,18,1103.2863903115247
ES1 0 solar,19,1103.2863903115249
ES1 0 solar,20,1103.286390311525
ES1 0 solar,21,1103.2863903115249
ES1 0 solar,22,1103.2863903115249
ES1 0 solar,23,1103.2863903115249
ES1 0 solar,24,1103.286390311525
ES1 0 solar,25,1103.286390311525
ES1 0 solar,26,1103.2863903115249
ES1 0 solar,27,1103.2863903115247
ES1 0 solar,28,1103.2863903115249
ES1 0 solar,29,1103.2863903115249
ES1 0 solar,30,1103.2863903115249
ES1 0 solar,31,1103.2863903115249
ES1 0 solar,32,1103.2863903115249
ES1 0 solar,33,1103.2863903115249
ES1 0 solar,34,1103.286390311525
ES1 0 solar,35,1103.286390311525
ES1 0 solar,36,1103.2863903115249
ES1 0 solar,37,1103.2863903115247
ES1 0 solar,38,1103.2863903115249
ES1 0 solar,39,1103.2863903115249
ES1 0 solar,40,1103.2863903115249
ES1 0 solar,41,1103.2863903115249
ES1 0 solar,42,1103.286390311525
ES1 0 solar,43,1103.2863903115249
ES1 0 solar,44,1103.2863903115249
ES1 0 solar,45,1103.286390311525
ES1 0 solar,46,1103.2863903115249
ES1 0 solar,47,1103.2863903115247
ES1 0 solar,48,1103.2863903115249
ES1 0 solar,49,1103.2863903115247
ES1 0 solar,50,1103.2863903115249
ES1 0 solar,51,1103.2863903115249
ES1 0 solar,52,1103.2863903115249
ES1 0 solar,53,1103.286390311525
ES1 1 CCGT,1,3102.318
ES1 1 CCGT,2,3102.318
ES1 1 CCGT,3,3102.318
ES1 1 CCGT,4,3102.318
ES1 1 CCGT,5,3102.318
ES1 1 CCGT,6,3102.318
ES1 1 CCGT,7,3102.318
ES1 1 CCGT,8,3102.318
ES1 1 CCGT,9,3102.318
ES1 1 CCGT,10,3102.318
ES1 1 CCGT,11,3102.318
ES1 1 CCGT,12,3102.318
ES1 1 CCGT,13,3102.318
ES1 1 CCGT,14,3102.318
ES1 1 CCGT,15,3040.450847710267
ES1 1 CCGT,16,3102.318
ES1 1 CCGT,17,3102.318
ES1 1 CCGT,18,3102.318
ES1 1 CCGT,19,3102.318
ES1 1 CCGT,20,3102.318
ES1 1 CCGT,21,3102.318
ES1 1 CCGT,22,3102.318
ES1 1 CCGT,23,3102.318
ES1 1 CCGT,24,3102.318
ES1 1 CCGT,25,3102.318
ES1 1 CCGT,26,3102.318
ES1 1 CCGT,27,3102.318
ES1 1 CCGT,28,3102.318
ES1 1 CCGT,29,3102.318
ES1 1 CCGT,30,3102.318
ES1 1 CCGT,31,3102.318
ES1 1 CCGT,32,3102.318
ES1 1 CCGT,33,3102.318
ES1 1 CCGT,34,3102.318
ES1 1 CCGT,35,3102.318
ES1 1 CCGT,36,3102.318
ES1 1 CCGT,37,3102.318
ES1 1 CCGT,38,3102.318
ES1 1 CCGT,39,3102.318
ES1 1 CCGT,40,3102.318
ES1 1 CCGT,41,3102.318
ES1 1 CCGT,42,3102.318
ES1 1 CCGT,43,3102.318
ES1 1 CCGT,44,3102.318
ES1 1 CCGT,45,3102.318
ES1 1 CCGT,46,3102.318
ES1 1 CCGT,47,3102.318
ES1 1 CCGT,48,3102.318
ES1 1 CCGT,49,3102.318
ES1 1 CCGT,50,3102.318
ES1 1 CCGT,51,3102.318
ES1 1 CCGT,52,3102.318
ES1 1 CCGT,53,3102.318
ES1 1 coal,1,285.7361779142898
ES1 1 coal,2,485.8
ES1 1 coal,3,0.0
ES1 1 coal,4,0.0
ES1 1 coal,5,485.8
ES1 1 coal,6,485.8
ES1 1 coal,7,485.8
ES1 1 coal,8,485.8
ES1 1 coal,9,485.8
ES1 1 coal,10,0.0
ES1 1 coal,11,485.8
ES1 1 coal,12,0.0
ES1 1 coal,13,0.0
ES1 1 coal,14,0.0
ES1 1 coal,15,0.0
ES1 1 coal,16,0.0
ES1 1 coal,17,0.0
ES1 1 coal,18,0.0
ES1 1 coal,19,366.4340090801749
ES1 1 coal,20,0.0
ES1 1 coal,21,0.0
ES1 1 coal,22,0.0
ES1 1 coal,23,270.510741303463
ES1 1 coal,24,270.28599836675414
ES1 1 coal,25,0.0
ES1 1 coal,26,0.0
ES1 1 coal,27,485.8
ES1 1 coal,28,485.8
ES1 1 coal,29,485.8
ES1 1 coal,30,485.8
ES1 1 coal,31,0.0
ES1 1 coal,32,0.0
ES1 1 coal,33,0.0
ES1 1 coal,34,485.8
ES1 1 coal,35,0.0
ES1 1 coal,36,485.8
ES1 1 coal,37,0.0
ES1 1 coal,38,0.0
ES1 1 coal,39,485.8
ES1 1 coal,40,30.13118246761442
ES1 1 coal,41,0.0
ES1 1 coal,42,485.8
ES1 1 coal,43,0.0
ES1 1 coal,44,0.0
ES1 1 coal,45,485.8
ES1 1 coal,46,0.0
ES1 1 coal,47,0.0
ES1 1 coal,48,485.8
ES1 1 coal,49,485.8
ES1 1 coal,50,485.8
ES1 1 coal,51,485.8
ES1 1 coal,52,0.0
ES1 1 coal,53,0.0
ES1 1 offwind-ac,1,0.0
ES1 1 offwind-ac,2,0.0
ES1 1 offwind-ac,3,659.9845062885393
ES1 1 offwind-ac,4,0.0
ES1 1 offwind-ac,5,0.0
ES1 1 offwind-ac,6,659.9845062885394
ES1 1 offwind-ac,7,659.9845062885394
ES1 1 offwind-ac,8,659.9845062885394
ES1 1 offwind-ac,9,659.9845062885394
ES1 1 offwind-ac,10,659.9845062885395
ES1 1 offwind-ac,11,0.0
ES1 1 offwind-ac,12,659.9845062885393
ES1 1 offwind-ac,13,0.0
ES1 1 offwind-ac,14,0.0
ES1 1 offwind-ac,15,659.9845062885394
ES1 1 offwind-ac,16,659.9845062885394
ES1 1 offwind-ac,17,659.9845062885394
ES1 1 offwind-ac,18,659.9845062885395
ES1 1 offwind-ac,19,659.9845062885393
ES1 1 offwind-ac,20,0.0
ES1 1 offwind-ac,21,659.9845062885394
ES1 1 offwind-ac,22,446.72201593724395
ES1 1 offwind-ac,23,0.0
ES1 1 offwind-ac,24,659.9845062885393
ES1 1 offwind-ac,25,659.9845062885395
ES1 1 offwind-ac,26,659.9845062885394
ES1 1 offwind-ac,27,659.9845062885394
ES1 1 offwind-ac,28,659.9845062885394
ES1 1 offwind-ac,29,659.9845062885394
ES1 1 offwind-ac,30,659.9845062885395
ES1 1 offwind-ac,31,659.9845062885394
ES1 1 offwind-ac,32,659.9845062885395
ES1 1 offwind-ac,33,659.9845062885394
ES1 1 offwind-ac,34,659.9845062885393
ES1 1 offwind-ac,35,659.9845062885393
ES1 1 offwind-ac,36,659.9845062885394
ES1 1 offwind-ac,37,659.9845062885395
ES1 1 offwind-ac,38,659.9845062885394
ES1 1 offwind-ac,39,659.9845062885394
ES1 1 offwind-ac,40,659.9845062885394
ES1 1 offwind-ac,41,659.9845062885394
ES1 1 offwind-ac,42,659.9845062885394
ES1 1 offwind-ac,43,659.9845062885394
ES1 1 offwind-ac,44,0.0
ES1 1 offwind-ac,45,0.0
ES1 1 offwind-ac,46,659.9845062885394
ES1 1 offwind-ac,47,659.9845062885394
ES1 1 offwind-ac,48,0.0
ES1 1 offwind-ac,49,659.9845062885395
ES1 1 offwind-ac,50,659.9845062885393
ES1 1 offwind-ac,51,659.9845062885393
ES1 1 offwind-ac,52,659.9845062885394
ES1 1 offwind-ac,53,659.9845062885394
ES1 1 onwind,1,348.2353468918706
ES1 1 onwind,2,0.0
ES1 1 onwind,3,2987.579508856319
ES1 1 onwind,4,0.0
ES1 1 onwind,5,2987.579508856319
ES1 1 onwind,6,319.06365415360983
ES1 1 onwind,7,0.0
ES1 1 onwind,8,0.0
ES1 1 onwind,9,2987.57950885632
ES1 1 onwind,10,2987.5795088563195
ES1 1 onwind,11,153.97378751778317
ES1 1 onwind,12,2987.5795088563195
ES1 1 onwind,13,0.0
ES1 1 onwind,14,0.0
ES1 1 onwind,15,2987.5795088563195
ES1 1 onwind,16,2987.57950885632
ES1 1 onwind,17,0.0
ES1 1 onwind,18,439.336952333447
ES1 1 onwind,19,2987.5795088563195
ES1 1 onwind,20,2987.57950885632
ES1 1 onwind,21,2987.5795088563195
ES1 1 onwind,22,2987.57950885632
ES1 1 onwind,23,0.0
ES1 1 onwind,24,2987.57950885632
ES1 1 onwind,25,2987.5795088563195
ES1 1 onwind,26,2987.579508856319
ES1 1 onwind,27,2987.5795088563195
ES1 1 onwind,28,2987.579508856319
ES1 1 onwind,29,2987.57950885632
ES1 1 onwind,30,0.0
ES1 1 onwind,31,2987.5795088563195
ES1 1 onwind,32,2987.5795088563195
ES1 1 onwind,33,2987.5795088563195
ES1 1 onwind,34,2987.5795088563195
ES1 1 onwind,35,2987.5795088563195
ES1 1 onwind,36,2987.5795088563195
ES1 1 onwind,37,2987.5795088563195
ES1 1 onwind,38,2987.5795088563195
ES1 1 onwind,39,0.0
ES1 1 onwind,40,2987.5795088563195
ES1 1 onwind,41,2987.5795088563195
ES1 1 onwind,42,634.0147439766723
ES1 1 onwind,43,2987.5795088563195
ES1 1 onwind,44,1980.534378005746
ES1 1 onwind,45,2987.5795088563195
ES1 1 onwind,46,2987.57950885632
ES1 1 onwind,47,2987.5795088563195
ES1 1 onwind,48,0.0
ES1 1 onwind,49,2987.57950885632
ES1 1 onwind,50,2987.57950885632
ES1 1 onwind,51,2987.579508856319
ES1 1 onwind,52,2987.57950885632
ES1 1 onwind,53,2987.57950885632
ES1 1 solar,1,997.6419807812828
ES1 1 solar,2,997.6419807812828
ES1 1 solar,3,997.6419807812829
ES1 1 solar,4,997.6419807812829
ES1 1 solar,5,997.6419807812829
ES1 1 solar,6,997.6419807812828
ES1 1 solar,7,997.6419807812827
ES1 1 solar,8,997.6419807812827
ES1 1 solar,9,997.6419807812828
ES1 1 solar,10,997.6419807812829
ES1 1 solar,11,997.6419807812828
ES1 1 solar,12,997.6419807812828
ES1 1 solar,13,997.6419807812829
ES1 1 solar,14,997.6419807812829
ES1 1 solar,15,997.6419807812829
ES1 1 solar,16,997.6419807812827
ES1 1 solar,17,997.6419807812828
ES1 1 solar,18,997.641980781283
ES1 1 solar,19,997.6419807812827
ES1 1 solar,20,997.6419807812827
ES1 1 solar,21,997.641980781283
ES1 1 solar,22,997.6419807812829
ES1 1 solar,23,997.6419807812829
ES1 1 solar,24,997.6419807812827
ES1 1 solar,25,997.6419807812828
ES1 1 solar,26,997.6419807812828
ES1 1 solar,27,997.6419807812827
ES1 1 solar,28,997.6419807812828
ES1 1 solar,29,997.6419807812828
ES1 1 solar,30,997.6419807812828
ES1 1 solar,31,997.6419807812828
ES1 1 solar,32,997.6419807812829
ES1 1 solar,33,997.6419807812828
ES1 1 solar,34,997.6419807812828
ES1 1 solar,35,997.6419807812828
ES1 1 solar,36,997.6419807812828
ES1 1 solar,37,997.6419807812828
ES1 1 solar,38,997.6419807812828
ES1 1 solar,39,997.6419807812828
ES1 1 solar,40,997.6419807812827
ES1 1 solar,41,997.6419807812827
ES1 1 solar,42,997.6419807812828
ES1 1 solar,43,997.641980781283
ES1 1 solar,44,997.6419807812828
ES1 1 solar,45,997.6419807812829
ES1 1 solar,46,997.6419807812829
ES1 1 solar,47,997.6419807812827
ES1 1 solar,48,997.6419807812828
ES1 1 solar,49,997.6419807812825
ES1 1 solar,50,863.3265553985553
ES1 1 solar,51,997.6419807812827
ES1 1 solar,52,997.6419807812827
ES1 1 solar,53,997.6419807812828
ES1 2 CCGT,1,3366.52
ES1 2 CCGT,2,3366.52
ES1 2 CCGT,3,1589.3035819892923
ES1 2 CCGT,4,1876.4539336239493
ES1 2 CCGT,5,3366.52
ES1 2 CCGT,6,3366.52
ES1 2 CCGT,7,3366.52
ES1 2 CCGT,8,3366.52
ES1 2 CCGT,9,3366.52
ES1 2 CCGT,10,2574.2843593860866
ES1 2 CCGT,11,2797.6494325049607
ES1 2 CCGT,12,2942.002586763482
ES1 2 CCGT,13,876.4541827963526
ES1 2 CCGT,14,203.26900474590403
ES1 2 CCGT,15,0.0
ES1 2 CCGT,16,1674.4353679352628
ES1 2 CCGT,17,0.0
ES1 2 CCGT,18,1005.8897635738718
ES1 2 CCGT,19,3366.52
ES1 2 CCGT,20,0.0
ES1 2 CCGT,21,1946.0598531536955
ES1 2 CCGT,22,0.0
ES1 2 CCGT,23,3366.52
ES1 2 CCGT,24,3366.52
ES1 2 CCGT,25,233.5079235893056
ES1 2 CCGT,26,0.0
ES1 2 CCGT,27,3366.52
ES1 2 CCGT,28,3366.52
ES1 2 CCGT,29,3366.52
ES1 2 CCGT,30,3366.52
ES1 2 CCGT,31,3121.205647150817
ES1 2 CCGT,32,3158.753025977181
ES1 2 CCGT,33,707.3112299299429
ES1 2 CCGT,34,3366.52
ES1 2 CCGT,35,2467.4664252007183
ES1 2 CCGT,36,3366.52
ES1 2 CCGT,37,2411.32158915822
ES1 2 CCGT,38,2782.8639505188494
ES1 2 CCGT,39,3366.52
ES1 2 CCGT,40,3366.52
ES1 2 CCGT,41,2005.6132750981096
ES1 2 CCGT,42,3366.52
ES1 2 CCGT,43,0.0
ES1 2 CCGT,44,2447.2971756195784
ES1 2 CCGT,45,3366.52
ES1 2 CCGT,46,0.0
ES1 2 CCGT,47,2986.1391972174742
ES1 2 CCGT,48,3366.52
ES1 2 CCGT,49,3366.52
ES1 2 CCGT,50,3366.52
ES1 2 CCGT,51,3366.52
ES1 2 CCGT,52,0.0
ES1 2 CCGT,53,0.0
ES1 2 coal,1,1120.7
ES1 2 coal,2,1120.7
ES1 2 coal,3,1120.7
ES1 2 coal,4,1120.7
ES1 2 coal,5,1120.7
ES1 2 coal,6,1120.7
ES1 2 coal,7,1120.7
ES1 2 coal,8,1120.7
ES1 2 coal,9,1120.7
ES1 2 coal,10,1120.7
ES1 2 coal,11,1120.7
ES1 2 coal,12,1120.7
ES1 2 coal,13,1120.7
ES1 2 coal,14,1120.7
ES1 2 coal,15,0.0
ES1 2 coal,16,1120.7
ES1 2 coal,17,249.14176300774912
ES1 2 coal,18,1120.7
ES1 2 coal,19,1120.7
ES1 2 coal,20,934.6112417128843
ES1 2 coal,21,1120.7
ES1 2 coal,22,447.1945686522219
ES1 2 coal,23,1120.7
ES1 2 coal,24,1120.7
ES1 2 coal,25,1120.7
ES1 2 coal,26,148.70043976432967
ES1 2 coal,27,1120.7
ES1 2 coal,28,1120.7
ES1 2 coal,29,1120.7
ES1 2 coal,30,1120.7
ES1 2 coal,31,1120.7
ES1 2 coal,32,1120.7
ES1 2 coal,33,1120.7
ES1 2 coal,34,1120.7
ES1 2 coal,35,1120.7
ES1 2 coal,36,1120.7
ES1 2 coal,37,1120.7
ES1 2 coal,38,1120.7
ES1 2 coal,39,1120.7
ES1 2 coal,40,1120.7
ES1 2 coal,41,1120.7
ES1 2 coal,42,1120.7
ES1 2 coal,43,292.6729111357282
ES1 2 coal,44,1120.7
ES1 2 coal,45,1120.7
ES1 2 coal,46,4.414771077534953
ES1 2 coal,47,1120.7
ES1 2 coal,48,1120.7
ES1 2 coal,49,1120.7
ES1 2 coal,50,1120.7
ES1 2 coal,51,1120.7
ES1 2 coal,52,458.7434958149916
ES1 2 coal,53,814.2275948949455
ES1 2 offwind-ac,1,0.0
ES1 2 offwind-ac,2,0.0
ES1 2 offwind-ac,3,81.41812234896094
ES1 2 offwind-ac,4,81.41812234896092
ES1 2 offwind-ac,5,0.0
ES1 2 offwind-ac,6,81.41812234896094
ES1 2 offwind-ac,7,81.41812234896094
ES1 2 offwind-ac,8,0.0
ES1 2 offwind-ac,9,81.41812234896095
ES1 2 offwind-ac,10,81.41812234896094
ES1 2 offwind-ac,11,81.41812234896094
ES1 2 offwind-ac,12,81.41812234896094
ES1 2 offwind-ac,13,0.0
ES1 2 offwind-ac,14,0.0
ES1 2 offwind-ac,15,81.41812234896092
ES1 2 offwind-ac,16,0.0
ES1 2 offwind-ac,17,81.41812234896094
ES1 2 offwind-ac,18,81.41812234896094
ES1 2 offwind-ac,19,81.41812234896094
ES1 2 offwind-ac,20,81.41812234896094
ES1 2 offwind-ac,21,0.0
ES1 2 offwind-ac,22,81.41812234896094
ES1 2 offwind-ac,23,81.41812234896094
ES1 2 offwind-ac,24,81.41812234896094
ES1 2 offwind-ac,25,0.0
ES1 2 offwind-ac,26,81.41812234896094
ES1 2 offwind-ac,27,81.41812234896094
ES1 2 offwind-ac,28,81.41812234896094
ES1 2 offwind-ac,29,81.41812234896094
ES1 2 offwind-ac,30,81.41812234896095
ES1 2 offwind-ac,31,81.41812234896094
ES1 2 offwind-ac,32,81.41812234896092
ES1 2 offwind-ac,33,81.41812234896094
ES1 2 offwind-ac,34,81.41812234896095
ES1 2 offwind-ac,35,81.41812234896092
ES1 2 offwind-ac,36,81.41812234896094
ES1 2 offwind-ac,37,81.41812234896094
ES1 2 offwind-ac,38,81.41812234896094
ES1 2 offwind-ac,39,81.41812234896095
ES1 2 offwind-ac,40,81.41812234896095
ES1 2 offwind-ac,41,81.41812234896094
ES1 2 offwind-ac,42,81.41812234896094
ES1 2 offwind-ac,43,81.41812234896094
ES1 2 offwind-ac,44,81.41812234896094
ES1 2 offwind-ac,45,81.41812234896095
ES1 2 offwind-ac,46,0.0
ES1 2 offwind-ac,47,81.41812234896092
ES1 2 offwind-ac,48,0.0
ES1 2 offwind-ac,49,81.41812234896094
ES1 2 offwind-ac,50,0.0
ES1 2 offwind-ac,51,0.0
ES1 2 offwind-ac,52,0.0
ES1 2 offwind-ac,53,81.41812234896094
ES1 2 onwind,1,4177.98243145088
ES1 2 onwind,2,0.0
ES1 2 onwind,3,4177.98243145088
ES1 2 onwind,4,4177.98243145088
ES1 2 onwind,5,0.0
ES1 2 onwind,6,4177.982431450879
ES1 2 onwind,7,4177.982431450879
ES1 2 onwind,8,0.0
ES1 2 onwind,9,4177.98243145088
ES1 2 onwind,10,4177.9824314508805
ES1 2 onwind,11,4177.982431450879
ES1 2 onwind,12,4177.98243145088
ES1 2 onwind,13,0.0
ES1 2 onwind,14,2326.3085607735343
ES1 2 onwind,15,4177.9824314508805
ES1 2 onwind,16,0.0
ES1 2 onwind,17,4177.98243145088
ES1 2 onwind,18,4177.98243145088
ES1 2 onwind,19,1943.700008527568
ES1 2 onwind,20,4177.98243145088
ES1 2 onwind,21,3878.071488941996
ES1 2 onwind,22,1276.5017575382724
ES1 2 onwind,23,4177.98243145088
ES1 2 onwind,24,4177.98243145088
ES1 2 onwind,25,0.0
ES1 2 onwind,26,4177.98243145088
ES1 2 onwind,27,4177.98243145088
ES1 2 onwind,28,4177.98243145088
ES1 2 onwind,29,4177.9824314508805
ES1 2 onwind,30,4177.9824314508805
ES1 2 onwind,31,4177.98243145088
ES1 2 onwind,32,4177.98243145088
ES1 2 onwind,33,4177.98243145088
ES1 2 onwind,34,0.0
ES1 2 onwind,35,4177.98243145088
ES1 2 onwind,36,4177.982431450879
ES1 2 onwind,37,4177.98243145088
