snapshot,ES1 0 bat,ES1 1 bat,ES1 2 bat,ES1 3 bat,ES1 4 bat,ES1 5 bat,ES1 6 bat,ES1 7 bat,ES1 8 bat,PT1 0 bat,PT1 1 bat
2013-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4287.642668943724
2013-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,16005.466096523845,4055.3790206009926,0.0,0.0,27701.035120042412
2013-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,16005.466096523845,4055.3790206009926,0.0,0.0,27701.035120042412
2013-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,16005.466096523845,4055.3790206009926,0.0,0.0,27701.035120042412
2013-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,16005.466096523845,4055.3790206009926,0.0,0.0,27701.035120042412
2013-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,16005.466096523845,4055.3790206009926,0.0,0.0,27701.035120042412
2013-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,16005.466096523845,4055.3790206009926,0.0,0.0,27701.035120042412
2013-01-01 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,16005.466096523845,4055.3790206009926,0.0,0.0,27701.035120042412
2013-01-01 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,16005.466096523845,4055.3790206009926,0.0,0.0,27701.035120042412
2013-01-01 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,16005.466096523845,4055.3790206009926,0.0,0.0,27701.035120042412
2013-01-01 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,16005.466096523845,4055.3790206009926,0.0,0.0,27701.035120042412
2013-01-01 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,16005.466096523845,4055.3790206009926,0.0,0.0,27701.035120042412
2013-01-01 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,16005.466096523845,4055.3790206009926,0.0,0.0,27701.035120042412
2013-01-01 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,16005.466096523845,4055.3790206009926,0.0,0.0,27701.035120042412
2013-01-01 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,16005.466096523845,4055.3790206009926,0.0,0.0,27701.035120042412
2013-01-01 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,16005.466096523845,4055.3790206009926,0.0,0.0,27701.035120042412
2013-01-01 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,16005.466096523845,4055.3790206009926,0.0,0.0,27701.035120042412
2013-01-01 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,16005.466096523845,2616.0722180939997,0.0,0.0,27701.035120042412
2013-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,13113.951249327503,4055.3790206009926,0.0,0.0,27701.035120042412
2013-01-01 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,12025.704999369558,4055.3790206009926,0.0,0.0,27701.035120042412
2013-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,11482.236860778157,4055.3790206009926,0.0,0.0,27701.035120042412
2013-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,16005.466096523845,4055.3790206009926,0.0,0.0,27701.035120042412
2013-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,16005.466096523845,1634.866215461369,0.0,0.0,27701.035120042412
2013-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,16005.466096523845,4055.3790206009926,0.0,0.0,27701.035120042412
2013-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,16005.466096523845,4055.3790206009926,0.0,0.0,27701.035120042412
2013-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,16005.466096523845,4055.3790206009926,0.0,0.0,27701.035120042412
2013-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,16005.466096523845,4055.3790206009926,0.0,0.0,27701.035120042412
2013-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,16005.466096523845,4055.3790206009926,0.0,0.0,27701.035120042412
2013-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,16005.466096523845,4055.3790206009926,0.0,0.0,27701.035120042412
2013-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,16005.466096523845,4055.3790206009926,0.0,0.0,27701.035120042412
2013-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,16005.466096523845,4055.3790206009926,0.0,0.0,27701.035120042412
2013-01-02 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4055.3790206009926,0.0,0.0,0.0
2013-01-02 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-02 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-02 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4055.3790206009926,0.0,0.0,0.0
2013-01-02 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4983.814993707204,4055.3790206009926,0.0,0.0,0.0
2013-01-02 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4055.3790206009926,0.0,0.0,5430.7607641325485
2013-01-02 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.74660595170326,0.0,0.0,2917.836846096531
