year,scenario,count_total,count_bucket,percent_bucket_of_total
2025,NT,14784,0,0.0
2030,NT,14784,0,0.0
2040,DE,14784,0,0.0
2040,GA,14784,22,0.1488095238095238
2040,NT,14784,0,0.0
2050,DE,14784,79,0.5343614718614719
2050,GA,14784,140,0.946969696969697
