dual,total_duals,nonzero_duals,percent_nonzero
battery_charge_new_max_duals,103488,902,0.8715986394557822
battery_charge_old_duals,0,0,0.0
battery_discharge_new_max_duals,103488,1565,1.512252628324057
battery_discharge_old_duals,0,0,0.0
branch_extension_duals,76,2,2.631578947368421
branch_flow_new_duals_max,178752,23638,13.223907984246331
branch_flow_new_duals_min,178752,66377,37.13357053347655
branch_flow_old_duals_max,178752,23586,13.194817400644467
branch_flow_old_duals_min,178752,66387,37.139164876476904
emissions_duals,7,0,0.0
gen_extension_duals,204,81,39.705882352941174
gen_output_new_duals,479808,340386,70.9421268507403
gen_output_old_duals,479808,340328,70.93003868213953
load_shedding_duals,103488,0,0.0
power_balance_duals,103488,103488,100.0
