,lower_bound,upper_bound,count,percent_of_interval
0,7.999,8.1,0,0.0
1,8.1,8.2,0,0.0
2,8.2,8.3,1,100.0
3,8.3,8.4,0,0.0
4,8.4,8.5,0,0.0
5,8.5,8.6,0,0.0
6,8.6,8.7,0,0.0
7,8.7,8.8,0,0.0
8,8.8,8.9,0,0.0
9,8.9,9.0,0,0.0
