year,scenario,utilization_rate,congestion_rate
2025,NT,0.745234753755337,0.5133145363408522
2030,NT,0.7439085641274764,0.5193452380952381
2040,DE,0.7452458853547188,0.5200501253132832
2040,GA,0.7422119028679558,0.5212249373433584
2040,NT,0.7442632907760729,0.5214598997493735
2050,DE,0.7487776049791682,0.5214598997493735
2050,GA,0.7437970015354404,0.5220864661654135
