year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout
2025,95000,57121.84476472916,19,13,1073072212.9040339
2030,95000,660.0255388314945,19,2,10935587.26142472
2040,95000,0.0,19,0,0.0
2050,95000,0.0,19,0,0.0
