snapshot,ES1 0,ES1 1,ES1 2,ES1 3,ES1 4,ES1 5,ES1 6,ES1 7,ES1 8,PT1 0,PT1 1
2013-01-03 17:00:00,2298.5419635628687,5284.639106148632,2759.0158971109913,4407.54756429866,3479.336469852848,5249.989363580161,3122.530599339067,2793.164595020488,4158.9980352266575,3447.3565375283333,3749.6434624716667
2013-01-03 18:00:00,2346.820799403041,5395.638264712972,2816.966579625648,4500.124192738668,3552.4168472936735,5360.260735025586,3188.1165858475456,2851.8325406552717,4246.354101196003,3583.871281615533,3898.1287183844674
2013-01-03 19:00:00,2348.9665254403817,5400.571560649166,2819.5421655151886,4504.2387095582235,3555.6648640688213,5365.161684867604,3191.0315185812556,2854.4400049057067,4250.2365930168635,3619.796214270059,3937.203785729941
2013-01-03 20:00:00,2322.547273605621,5339.83035443479,2787.8302642502235,4453.578721217442,3515.673657524814,5304.818739937747,3155.1414092974496,2822.335601322228,4202.433412472527,3515.853409122963,3824.146590877037
2013-01-03 21:00:00,2188.439396271809,5031.499358422734,2626.8561461539553,4196.4214199951975,3312.672609078077,4998.509374811567,2972.9581134405653,2659.3690856700505,3959.7776736687897,3367.363687484255,3662.636312515745
2013-01-03 22:00:00,1976.7501119003869,4544.798881217705,2372.7585007389957,3790.498620015884,2992.235454104903,4515.000041959892,2685.3817809304737,2402.1264407130893,3576.74558996709,3093.376201105735,3364.623798894265
2013-01-03 23:00:00,1800.1300374517566,4138.726959469826,2160.7555872062103,3451.8224543061883,2724.88307330055,4111.5906080887125,2445.446380286957,2187.4995395991723,3257.167981962568,2743.22785749962,2983.77214250038
2013-01-04 00:00:00,1630.7517883791522,3749.3049115066,1957.4452760506233,3127.032782862493,2468.4927491123217,3724.7218799343477,2215.3488776197123,1981.6728303304726,2950.6937838534473,2498.938315448842,2718.061684551158
2013-01-04 01:00:00,1528.5615858507877,3514.3566925454134,1834.7829980612667,2931.078919331143,2313.805950195908,3491.3141437081986,2076.5252061767665,1857.4923454035136,2765.790110884999,2296.8006943793744,2498.1993056206256
2013-01-04 02:00:00,1480.8191815199507,3404.5908579651214,1777.476212018995,2839.530920096024,2241.5375769488696,3382.2680097232787,2011.6679528517157,1799.4762658313387,2679.4046678708687,2208.66485960027,2402.33514039973
2013-01-04 03:00:00,1470.0234973945787,3379.7702127861508,1764.5177955122456,2818.8297573476334,2225.1959925489073,3357.6101058306213,1997.0021975352365,1786.3574613213384,2659.870880897168,2155.4959592715713,2344.5040407284287
2013-01-04 04:00:00,1501.941172200026,3453.15298983702,1802.8296356191574,2880.0331950385275,2273.5102420792305,3430.511734730652,2040.361821949175,1825.1434920465565,2717.6229467324574,2139.2099898015194,2326.7900101984806
2013-01-04 05:00:00,1641.4804185658572,3773.971391187564,1970.3232054983248,3147.605366960273,2484.7328329880606,3749.226629144442,2229.923541288263,1994.7101515826466,2970.1062429577464,2187.1099000075546,2378.8900999924454
2013-01-04 06:00:00,1873.5541002920186,4307.5381797864275,2248.888916863917,3592.616076725367,2836.026147325139,4279.294985495297,2545.1917347686012,2276.723706918739,3390.021998957614,2394.5165111996857,2604.4834888003143
2013-01-04 07:00:00,2086.517409498112,4797.167801453572,2504.515816400791,4000.981871066291,3158.391812258557,4765.71425731567,2834.4988085893333,2535.514533774396,3775.359312177949,2696.2859454977056,2932.7140545022944
2013-01-04 08:00:00,2234.9077757679747,5138.336048540912,2682.6336780743122,4285.526424868704,3383.0124723648714,5104.645569827789,3036.0846254549756,2715.83698334353,4043.8578871642844,3068.468247798597,3337.531752201403
2013-01-04 09:00:00,2311.3492658482473,5314.084716267784,2774.3889253891853,4432.106086565384,3498.7230699795114,5279.24190794971,3139.9291040933995,2808.727897265271,4182.171658282415,3269.1688715618834,3555.8311284381166
2013-01-04 10:00:00,2305.6496810615604,5300.980648937271,2767.547525370094,4421.176901263439,3490.095525420525,5266.223759931848,3132.186314019482,2801.8018203500533,4171.858789383256,3286.8918383381165,3575.1081616618835
2013-01-04 11:00:00,2249.5255343973604,5171.944127106226,2700.1798569468056,4313.55657070193,3405.139586645566,5138.033290626542,3055.942604703376,2733.600333549617,4070.3073626938917,3297.429818583444,3586.570181416556
2013-01-04 12:00:00,2232.1585642826317,5132.015263122665,2679.333708653339,4280.254700193649,3378.8509508717134,5098.366227842702,3032.3498678899095,2712.4961697726603,4038.8834445188077,3131.6961292705632,3406.3038707294368
2013-01-04 13:00:00,2146.7989003596604,4935.7625841609915,2576.873682485064,4116.57407796569,3249.6407835353652,4903.400316939888,2916.3902000770026,2608.76798256005,3884.433066770229,3102.477184044882,3374.5228159551184
2013-01-04 14:00:00,2077.062804146078,4775.430466234722,2493.167141075004,3982.8522813301233,3144.080238343062,4744.119447074275,2821.654886231423,2524.0253944209176,3758.2520825922857,3135.528122087046,3410.471877912954
2013-01-04 15:00:00,2051.3140916979864,4716.230915000408,2462.2601104005207,3933.478079495452,3105.1040370412884,4685.308048970048,2786.6756934269015,2492.7358234156995,3711.662180741968,3087.1492127789506,3357.8507872210494
2013-01-04 16:00:00,2080.5496089567573,4783.447072131035,2497.3524681455074,3989.5383711619015,3149.3582656026774,4752.083490567556,2826.391651923702,2528.2625238278742,3764.5611318011825,3074.6952361253816,3344.3047638746184
2013-01-04 17:00:00,2248.117401685355,5168.706651648099,2698.4896287067945,4310.856419039096,3403.008075636875,5134.817042292717,3054.029680096879,2731.8891851352696,4067.7594774364525,3414.3055994861693,3713.6944005138307
2013-01-04 18:00:00,2308.130676792236,5306.684772363495,2770.525546554875,4425.93431133605,3493.85104481679,5271.890483186682,3135.5567049928345,2804.8167008896185,4176.347920551125,3542.6773588383426,3853.3226411616574
2013-01-04 19:00:00,2303.906278656221,5296.972345989115,2765.454861834842,4417.83385634755,3487.4565117907177,5262.241738185207,3129.817931173343,2799.683255646575,4168.704264778808,3550.820343573369,3862.1796564266315
2013-01-04 20:00:00,2277.554080760127,5236.385305272745,2733.8234476289254,4367.302446657379,3447.566805770934,5202.051947937914,3094.018913537465,2767.6603353209225,4121.022412103873,3447.8355366303936,3750.1644633696064
2013-01-04 21:00:00,2171.6759116050825,4992.957983921227,2606.7343813919215,4164.276757342416,3287.297478022235,4960.220704170794,2950.1852014584547,2638.9982712135284,3929.445706318322,3306.0518024205303,3595.9481975794697
2013-01-04 22:00:00,2001.1577455751408,4600.915122491899,2402.0557902325163,3837.301248838333,3029.1816449222088,4570.748346412856,2718.5391407764264,2431.7863465617856,3620.90893442937,3085.233216370709,3355.766783629291
2013-01-04 23:00:00,1846.933686641257,4246.334477078034,2216.935554421808,3541.5703524327514,2795.7304392084616,4218.4925765177495,2509.02835054101,2244.374853561782,3341.854834805072,2781.547785664448,3025.452214335552
2013-01-05 00:00:00,1689.3569307740281,3884.0455567638683,2027.7909656586926,3239.410523496614,2557.2042072835457,3858.579072494488,2294.9629779091706,2052.889197670474,3056.7343417106804,2513.3082885106523,2733.6917114893477
2013-01-05 01:00:00,1545.1239087015133,3552.4355705529024,1854.6633016461558,2962.83784603209,2338.87657967908,3529.1433503012818,2099.0248432150916,1877.6187100865575,2795.758094627261,2305.9016773185213,2508.0983226814787
2013-01-05 02:00:00,1478.1370239732744,3398.4242380448804,1774.2567296570699,2834.3877740715793,2237.477555979935,3376.141822420755,2008.024286934578,1796.216935518295,2674.551553094794,2203.874868579667,2397.125131420333
2013-01-05 03:00:00,1445.2805940264905,3322.8831440219265,1734.8180707234842,2771.384235272129,2187.742299110484,3301.0960279648407,1963.3893794496414,1756.2901391835117,2615.1008970878784,2135.8569960870973,2323.1430039129027
2013-01-05 04:00:00,1441.994951031812,3315.3290346196313,1730.8742048301256,2765.083881392184,2182.768773423539,3293.5914485192493,1958.9258887011476,1752.2974595500334,2609.155831487187,2089.3940831872433,2272.6059168127567
2013-01-05 05:00:00,1466.6037465225666,3371.9077723878436,1760.4129555007908,2812.272246166466,2220.0194658135156,3349.7992170199036,1992.356523490886,1782.201815172208,2653.6831595576728,2098.9740652284504,2283.0259347715496
2013-01-05 06:00:00,1544.654531130845,3551.3564120668602,1854.099892232819,2961.9377954778124,2338.1660760095165,3528.0712675233403,2098.3872016795926,1877.0483272817748,2794.908799541448,2137.293993393278,2324.706006606722
2013-01-05 07:00:00,1638.060667693845,3766.108950789257,1966.2183654868697,3141.0478557791057,2479.5563062526685,3741.4157403337244,2225.2778672439126,1990.5545054335162,2963.918521618251,2130.5880059644333,2317.4119940355667
2013-01-05 08:00:00,1806.8354313184473,4154.14350927043,2168.8042931110235,3464.6803193673004,2735.0331257228872,4126.906076345022,2454.555545079801,2195.647865381781,3269.3007689027545,2336.5576198503836,2541.4423801496164
2013-01-05 09:00:00,1953.884718814972,4492.228446397648,2345.3124136035817,3746.6533001574917,2957.6237753447344,4462.774295205878,2654.319528986875,2374.340649794393,3535.372786501053,2535.3422472054285,2757.6577527945715
2013-01-05 10:00:00,1980.5051324657336,4553.432149106042,2377.265776045691,3797.699024450107,2997.9194834614113,4523.576704183425,2690.4829132144664,2406.6895031513504,3583.5399506535946,2645.512040679309,2877.487959320691
2013-01-05 11:00:00,1952.1413164096325,4488.220143449492,2343.2197500683305,3743.310255241602,2954.9847617149267,4458.792273459238,2651.9511461407355,2372.222085090915,3532.218261896604,2699.159940110068,2935.840059889932
2013-01-05 12:00:00,1949.1909431082886,4481.436861537227,2339.6783194702125,3737.652794614713,2950.5187386490984,4452.053467426462,2647.943113631884,2368.636821746567,3526.879835642922,2703.470932028611,2940.529067971389
2013-01-05 13:00:00,1920.0224797881845,4414.374869904605,2304.666448784274,3681.7210815988747,2906.3660106119332,4385.431180511518,2608.3182467830115,2333.1916045922185,3474.102212453109,2638.8060532504637,2870.1939467495363
2013-01-05 14:00:00,1850.1522756972686,4253.734420982323,2220.7989332561183,3547.7421276620853,2800.602464371183,4225.844001280778,2513.4007496415747,2248.286049937434,3347.6785725363616,2594.2591367588516,2821.7408632411484
2013-01-05 15:00:00,1815.8206590998127,4174.801686003237,2179.5895590234736,3481.9098585491906,2748.6341959688184,4147.428803808476,2466.7618259022124,2206.5666219304767,3285.558703402605,2555.9392085940235,2780.0607914059765
2013-01-05 16:00:00,1830.572525606532,4208.718095564564,2197.296712014063,3510.1971616836377,2770.9643112979597,4181.122833972356,2486.8019884464697,2224.4929386522163,3312.250834671016,2570.309181655834,2795.690818344166
2013-01-05 17:00:00,1984.1930990924134,4561.911251496374,2381.6925642933384,3804.7708502337186,3003.5020122936967,4532.000211724395,2695.4929538505307,2411.171082331785,3590.2129834706975,3054.577273838847,3322.422726161153
2013-01-05 18:00:00,2011.2158363751764,4624.039947192802,2414.1288490897364,3856.588046430001,3044.406723555714,4593.72154879732,2732.2028879656928,2444.008835235699,3639.1081148396506,3245.6979155609265,3530.302084439074
2013-01-05 19:00:00,2038.707951228608,4687.247801375274,2447.1285432994714,3909.305293180561,3086.0219384872953,4656.514968648187,2769.550463616354,2477.416970944395,3688.8525412944164,3279.706851807211,3567.293148192789
2013-01-05 20:00:00,2068.9492775673825,4756.776440975993,2483.42820693018,3967.2942646061774,3131.7986749120346,4725.587730484141,2810.6327968320816,2514.1659202239607,3743.5714103946593,3183.907031395141,3463.092968604859
2013-01-05 21:00:00,2027.3758355939008,4661.193832212255,2433.5262303203367,3887.5755012272816,3068.868349893546,4630.631827295025,2754.1559751164473,2463.646300371786,3668.3481313655006,3036.3753079605535,3302.6246920394465
2013-01-05 22:00:00,1921.6317743161903,4418.074841856749,2306.5981382014293,3684.806969213542,2908.8020231932937,4389.106892893032,2610.5044463332943,2335.1472027800446,3477.014081318754,2911.835541424863,3167.164458575137
2013-01-05 23:00:00,1762.7139396756231,4052.702611582463,2115.843808257351,3380.075567265182,2668.2457807839105,4026.1302952185088,2394.617240742886,2142.031881732215,3189.4670308363247,2639.7640514545847,2871.2359485454153
2013-01-06 00:00:00,1607.8193413550705,3696.5803111885384,1929.9187018561613,3083.0588843534897,2433.779569827929,3672.3429784977707,2184.195534028185,1953.8055561539502,2909.1996525180084,2390.684518383203,2600.315481616797
2013-01-06 01:00:00,1478.6734554826098,3399.6575620289286,1774.9006261294548,2835.416403276468,2238.289560173722,3377.3670598812596,2008.7530201180057,1796.868801580904,2675.522176050009,2176.571919762227,2367.428080237773
2013-01-06 02:00:00,1406.9927950476872,3234.8546446604846,1688.8599600069995,2697.9658257731785,2129.785499778941,3213.6447042213167,1911.376048482501,1709.7631989648153,2545.8226836594113,2089.3940831872433,2272.6059168127567
2013-01-06 03:00:00,1360.12209191952,3127.092961554271,1632.5995057323537,2608.089348996004,2058.836633346806,3106.5895811097166,1847.7029865805198,1652.8064017443794,2461.014502947505,2018.0232169802512,2194.976783019749
2013-01-06 04:00:00,1360.5914694901883,3128.1721200403135,1633.1629151456907,2608.9893995502816,2059.54713701637,3107.6616638876585,1848.340628116019,1653.376784549162,2461.8637980333183,1994.5522609792943,2169.4477390207057
2013-01-06 05:00:00,1375.5444978129083,3162.5510260956576,1651.1115293134246,2637.662438636562,2082.181753918181,3141.815158099227,1868.6540656040615,1671.5475510443796,2488.9199129099347,1973.955299590699,2147.0447004093007
2013-01-06 06:00:00,1408.0656580663576,3237.321292628581,1690.1477529517697,2700.023084182956,2131.4095081665146,3216.095179142326,1912.8335148493559,1711.0669310900325,2547.7639295698414,1981.1402861216043,2154.8597138783957
2013-01-06 07:00:00,1440.3186025651394,3311.4748971694808,1728.8620283539221,2761.869415126906,2180.231260317955,3289.762581455172,1956.6485975029366,1750.260378104381,2606.12263475214,1930.3663813032074,2099.633618696793
2013-01-06 08:00:00,1536.2727887974818,3532.0857248161064,1844.0390098518021,2945.865464151422,2325.478510481595,3508.926932202954,2087.0007456885373,1866.8629200535138,2779.742815866214,2075.9821083295533,2258.0178916704467
