snapshot,ES1 0 onwind,ES1 0 solar,PT1 0 onwind,PT1 0 solar,PT1 0 CCGT,ES1 0 CCGT
2013-01-04 18:00:00,0.04630079309626772,0.0,0.13960799045042666,0.0,1.0,1.0
2013-01-04 19:00:00,0.04899982368600926,0.0,0.18006807224993537,0.0,1.0,1.0
2013-01-04 20:00:00,0.048586876086912575,0.0,0.19696375060816113,0.0,1.0,1.0
2013-01-04 21:00:00,0.04783406471765551,0.0,0.20228440750609014,0.0,1.0,1.0
2013-01-04 22:00:00,0.046093773695179446,0.0,0.18549801980274588,0.0,1.0,1.0
2013-01-04 23:00:00,0.04198791296828574,0.0,0.15134444785655551,0.0,1.0,1.0
2013-01-05 00:00:00,0.03963563138747318,0.0,0.12067169878214795,0.0,1.0,1.0
2013-01-05 01:00:00,0.03615687839638672,0.0,0.10290048635928536,0.0,1.0,1.0
2013-01-05 02:00:00,0.03334147514911607,0.0,0.10116218866788987,0.0,1.0,1.0
2013-01-05 03:00:00,0.032286646668477,0.0,0.09737810145558036,0.0,1.0,1.0
2013-01-05 04:00:00,0.03412197245119052,0.0,0.09436230743859643,0.0,1.0,1.0
2013-01-05 05:00:00,0.037928868717578106,0.0,0.09286191133221647,0.0,1.0,1.0
2013-01-05 06:00:00,0.04396551075710465,0.0,0.09714900705321851,0.0,1.0,1.0
2013-01-05 07:00:00,0.05091703778536868,0.0,0.09872895540254939,0.0,1.0,1.0
2013-01-05 08:00:00,0.0563976714494513,0.07003950179799612,0.09201250407537045,0.002136244052342701,1.0,1.0
2013-01-05 09:00:00,0.05682418683029101,0.44010003657420654,0.08217426396999983,0.31887178682602896,1.0,1.0
2013-01-05 10:00:00,0.04490355403384866,0.6019866411605308,0.047217367243391754,0.531559313501086,1.0,1.0
2013-01-05 11:00:00,0.030526658992690348,0.6674082061810224,0.02272004805330225,0.6155403758277406,1.0,1.0
2013-01-05 12:00:00,0.03544100617972314,0.6811710014620942,0.017272468079669003,0.6476591904715785,1.0,1.0
2013-01-05 13:00:00,0.04528832041618888,0.6356106304602642,0.012305720141149345,0.6162135202590591,1.0,1.0
2013-01-05 14:00:00,0.053245059073566976,0.5256887012333402,0.00900256606778097,0.5185954450725321,1.0,1.0
2013-01-05 15:00:00,0.061420059236991745,0.3495646123068607,0.006422753110343238,0.3682362886201276,1.0,1.0
2013-01-05 16:00:00,0.08240460741548271,0.1075229632579846,0.003661031331874749,0.1610471663458511,1.0,1.0
2013-01-05 17:00:00,0.1046338070975999,0.0,0.0032994227623923665,0.0,1.0,1.0
2013-01-05 18:00:00,0.11442406552192994,0.0,0.005196006459368987,0.0,1.0,1.0
2013-01-05 19:00:00,0.11580942440959391,0.0,0.005339780888209887,0.0,1.0,1.0
2013-01-05 20:00:00,0.11275209388239096,0.0,0.005468088484109387,0.0,1.0,1.0
2013-01-05 21:00:00,0.10556487301489748,0.0,0.002958829991021817,0.0,1.0,1.0
2013-01-05 22:00:00,0.08904192428378768,0.0,0.006159356361113767,0.0,1.0,1.0
2013-01-05 23:00:00,0.08347194759838401,0.0,0.005860059414660914,0.0,1.0,1.0
2013-01-06 00:00:00,0.08137891018721474,0.0,0.004492356252200528,0.0,1.0,1.0
2013-01-06 01:00:00,0.0811604893575079,0.0,0.0013816114056028263,0.0,1.0,1.0
2013-01-06 02:00:00,0.0775032317998731,0.0,0.000513168117362625,0.0,1.0,1.0
2013-01-06 03:00:00,0.07225328061725392,0.0,0.0006772638297674342,0.0,1.0,1.0
2013-01-06 04:00:00,0.06571326901865304,0.0,0.001890449402917048,0.0,1.0,1.0
2013-01-06 05:00:00,0.0595553233601669,0.0,0.00247359367224261,0.0,1.0,1.0
2013-01-06 06:00:00,0.052914149695653126,0.0,0.0024625851046863414,0.0,1.0,1.0
2013-01-06 07:00:00,0.047304876994411535,0.0,0.002598732572358579,0.0,1.0,1.0
2013-01-06 08:00:00,0.043404242862806905,0.06965841040055089,0.004314867067267154,0.002119216303466029,1.0,1.0
2013-01-06 09:00:00,0.03233215751968963,0.4258878618071548,0.004378035234034696,0.2727322307349183,1.0,1.0
2013-01-06 10:00:00,0.016205624988515327,0.5819287328008241,0.0019488195702609342,0.422968943747414,1.0,1.0
2013-01-06 11:00:00,0.00798059711997615,0.6499536847260785,0.0002210731427180163,0.5037972555488748,1.0,1.0
2013-01-06 12:00:00,0.006352260745051566,0.6669185396140976,1.3445432815929707e-06,0.5267862526745163,1.0,1.0
2013-01-06 13:00:00,0.0068582502305339,0.626632030969308,0.0005782970689277832,0.47783340186104434,1.0,1.0
2013-01-06 14:00:00,0.00647497600859591,0.5221679632180604,0.0007361904831002591,0.3916901508583853,1.0,1.0
2013-01-06 15:00:00,0.006367437213232489,0.35180790979485127,0.0,0.30710075876601534,1.0,1.0
2013-01-06 16:00:00,0.009129088858745714,0.11127971476043277,0.0,0.14546719528886579,1.0,1.0
2013-01-06 17:00:00,0.015428174461306225,0.0,0.0,0.0,1.0,1.0
2013-01-06 18:00:00,0.019636295287801794,0.0,5.810500501751258e-05,0.0,1.0,1.0
2013-01-06 19:00:00,0.02067629029129525,0.0,0.0005683848903962939,0.0,1.0,1.0
2013-01-06 20:00:00,0.02143378908209814,0.0,0.000712786570763924,0.0,1.0,1.0
2013-01-06 21:00:00,0.019965197097964082,0.0,0.0005453009546854462,0.0,1.0,1.0
2013-01-06 22:00:00,0.022499856835939688,0.0,0.0,0.0,1.0,1.0
2013-01-06 23:00:00,0.02223573140572051,0.0,0.0,0.0,1.0,1.0
2013-01-07 00:00:00,0.02169975582595277,0.0,0.0,0.0,1.0,1.0
2013-01-07 01:00:00,0.022982862721792528,0.0,0.0,0.0,1.0,1.0
2013-01-07 02:00:00,0.02202510455600174,0.0,0.0007092543625089867,0.0,1.0,1.0
2013-01-07 03:00:00,0.020084390925857638,0.0,0.0022027812582968926,0.0,1.0,1.0
2013-01-07 04:00:00,0.021110241517954525,0.0,0.001810257328059343,0.0,1.0,1.0
2013-01-07 05:00:00,0.022486391770426502,0.0,0.0019447389121660598,0.0,1.0,1.0
2013-01-07 06:00:00,0.023039680285008093,0.0,0.004186121778828347,0.0,1.0,1.0
2013-01-07 07:00:00,0.02378559700947599,0.0,0.009160937252318781,0.0,1.0,1.0
2013-01-07 08:00:00,0.025567509244655316,0.06825314082273737,0.018065382557276286,0.0021624821783899424,1.0,1.0
2013-01-07 09:00:00,0.025737362634067874,0.3547066474973761,0.02681747075357028,0.16184334912450543,1.0,1.0
2013-01-07 10:00:00,0.020719288734436837,0.4703901032320179,0.021525379317611736,0.2532699877530026,1.0,1.0
2013-01-07 11:00:00,0.013906069432323202,0.5253772855880787,0.008355509783944849,0.32151801388046836,1.0,1.0
2013-01-07 12:00:00,0.013743030519764981,0.5410846199834932,0.006413484358926003,0.3277373892532026,1.0,1.0
2013-01-07 13:00:00,0.015994719712062733,0.512187955036031,0.005032794531747382,0.2936937971323392,1.0,1.0
2013-01-07 14:00:00,0.017506740087714932,0.42933687737093085,0.005434987996237,0.2426307818340862,1.0,1.0
2013-01-07 15:00:00,0.019792991787339148,0.29513514730373236,0.004877717129311761,0.19172680797207475,1.0,1.0
2013-01-07 16:00:00,0.021155744839307156,0.09291745414630333,0.0039398173432999405,0.0856819125444481,1.0,1.0
2013-01-07 17:00:00,0.02773490294777382,0.0,0.004350902878660323,0.00018000995835093807,1.0,1.0
2013-01-07 18:00:00,0.03360393916127514,0.0,0.005278882745095556,0.0,1.0,1.0
2013-01-07 19:00:00,0.034955336944788126,0.0,0.00867629453443722,0.0,1.0,1.0
2013-01-07 20:00:00,0.035058919733875156,0.0,0.011344548212920745,0.0,1.0,1.0
2013-01-07 21:00:00,0.03741873761619543,0.0,0.01189177894737187,0.0,1.0,1.0
2013-01-07 22:00:00,0.043445969910458,0.0,0.014538589188173507,0.0,1.0,1.0
2013-01-07 23:00:00,0.044790475505107244,0.0,0.01587082579695449,0.0,1.0,1.0
2013-01-08 00:00:00,0.04509626855539572,0.0,0.016772200851056213,0.0,1.0,1.0
2013-01-08 01:00:00,0.047607075069491175,0.0,0.01590345561547082,0.0,1.0,1.0
2013-01-08 02:00:00,0.0504588534607398,0.0,0.017483853819105076,0.0,1.0,1.0
2013-01-08 03:00:00,0.049937193834069166,0.0,0.020085225609100022,0.0,1.0,1.0
2013-01-08 04:00:00,0.049808448556783305,0.0,0.023468422488278757,0.0,1.0,1.0
2013-01-08 05:00:00,0.04897522322688023,0.0,0.0243002394696324,0.0,1.0,1.0
2013-01-08 06:00:00,0.04895629374830818,0.0,0.024320868039380165,0.0,1.0,1.0
2013-01-08 07:00:00,0.04890530508291836,0.0,0.02740217256437297,0.0,1.0,1.0
2013-01-08 08:00:00,0.049933884717509064,0.062404478459343056,0.03486290978025495,0.0021297040945640125,1.0,1.0
2013-01-08 09:00:00,0.04747499680279384,0.2685021538343024,0.04274060217954132,0.22795028204114906,1.0,1.0
2013-01-08 10:00:00,0.04053344477917509,0.3598567235508304,0.023889568785423775,0.3666813475756975,1.0,1.0
2013-01-08 11:00:00,0.0339651590833857,0.43166424602679226,0.019583526373412617,0.434739703662603,1.0,1.0
2013-01-08 12:00:00,0.03234440909115454,0.46689642492155814,0.016891228424497657,0.43452232170280986,1.0,1.0
2013-01-08 13:00:00,0.031419781379990665,0.4590759753846466,0.016841838921062915,0.3543373810614045,1.0,1.0
2013-01-08 14:00:00,0.03243155009899288,0.38615341312049234,0.01879235263497874,0.2544134715909685,1.0,1.0
2013-01-08 15:00:00,0.03352462684652149,0.26881810812484813,0.019354473098914055,0.17981222944934647,1.0,1.0
2013-01-08 16:00:00,0.034730092081432594,0.08916625616394944,0.02369434285445598,0.07218709388004227,1.0,1.0
2013-01-08 17:00:00,0.04218286491995518,0.0,0.030445941894032873,0.0,1.0,1.0
2013-01-08 18:00:00,0.048688055702078036,0.0,0.038769891922029245,0.0,1.0,1.0
2013-01-08 19:00:00,0.0499517952771732,0.0,0.04697768745522511,0.0,1.0,1.0
2013-01-08 20:00:00,0.049032236354657276,0.0,0.0541941528729924,0.0,1.0,1.0
2013-01-08 21:00:00,0.04752497057391521,0.0,0.06512192975376731,0.0,1.0,1.0
2013-01-08 22:00:00,0.04081603430036274,0.0,0.07225655153887364,0.0,1.0,1.0
2013-01-08 23:00:00,0.04173987958590098,0.0,0.08553830440139665,0.0,1.0,1.0
2013-01-09 00:00:00,0.043592978021411405,0.0,0.10174077028823746,0.0,1.0,1.0
2013-01-09 01:00:00,0.04467257270597505,0.0,0.11106518037056906,0.0,1.0,1.0
2013-01-09 02:00:00,0.04689632916070469,0.0,0.11831847398604914,0.0,1.0,1.0
2013-01-09 03:00:00,0.05068398084504714,0.0,0.12472292248170148,0.0,1.0,1.0
2013-01-09 04:00:00,0.057085393355966324,0.0,0.11839347720760324,0.0,1.0,1.0
2013-01-09 05:00:00,0.06369273576879739,0.0,0.11127326063829714,0.0,1.0,1.0
2013-01-09 06:00:00,0.06853762047046161,0.0,0.10504223076019344,0.0,1.0,1.0
2013-01-09 07:00:00,0.07292375498586441,0.0,0.10426159308214963,0.0,1.0,1.0
2013-01-09 08:00:00,0.07736847888348194,0.05951342973917382,0.10462961568458495,0.0021890466170735017,1.0,1.0
2013-01-09 09:00:00,0.07689003406034176,0.24348108436349333,0.09871211078051181,0.10871397461012719,1.0,1.0
2013-01-09 10:00:00,0.06864541620819765,0.32215285128497423,0.07940355445548505,0.14473791400737082,1.0,1.0
2013-01-09 11:00:00,0.08337077337476308,0.3745820558933476,0.08264570342527805,0.1652665230929341,1.0,1.0
2013-01-09 12:00:00,0.10674452232104087,0.38357430275760407,0.09659149949043191,0.16102842070378742,1.0,1.0
2013-01-09 13:00:00,0.13096127140719624,0.35297559894201597,0.09764888171051016,0.1407430043035256,1.0,1.0
2013-01-09 14:00:00,0.13903883561764716,0.27860503147771526,0.10787434544426122,0.11485043535533124,1.0,1.0
2013-01-09 15:00:00,0.16390367292248031,0.1986592893374872,0.10821546881700424,0.10482255546904255,1.0,1.0
2013-01-09 16:00:00,0.15716958502651182,0.07176202281678694,0.1510093868383942,0.05559509125091406,1.0,1.0
2013-01-09 17:00:00,0.17511657864538274,0.0,0.15196720274192868,0.00048788793832127333,1.0,1.0
2013-01-09 18:00:00,0.19358146900601658,0.0,0.13357745088388734,0.0,1.0,1.0
2013-01-09 19:00:00,0.20920586984076625,0.0,0.12832673086732171,0.0,1.0,1.0
2013-01-09 20:00:00,0.21700005805533618,0.0,0.1250800201844182,0.0,1.0,1.0
2013-01-09 21:00:00,0.22789114583248823,0.0,0.12082353731576893,0.0,1.0,1.0
2013-01-09 22:00:00,0.24015337767024772,0.0,0.12288182886351724,0.0,1.0,1.0
2013-01-09 23:00:00,0.2537261021332111,0.0,0.11217492499403112,0.0,1.0,1.0
2013-01-10 00:00:00,0.2650337647216633,0.0,0.1091965855374296,0.0,1.0,1.0
2013-01-10 01:00:00,0.2730203408981939,0.0,0.09829737107949314,0.0,1.0,1.0
2013-01-10 02:00:00,0.27019708698108413,0.0,0.09598175844084575,0.0,1.0,1.0
2013-01-10 03:00:00,0.2637780843129611,0.0,0.08906941193701919,0.0,1.0,1.0
2013-01-10 04:00:00,0.25755108905029656,0.0,0.0718910011195959,0.0,1.0,1.0
2013-01-10 05:00:00,0.25787632714168257,0.0,0.0582484840490563,0.0,1.0,1.0
2013-01-10 06:00:00,0.2458185260970572,0.0,0.04190911700246439,0.0,1.0,1.0
2013-01-10 07:00:00,0.22810764164731398,0.0,0.030970530476394163,0.0,1.0,1.0
2013-01-10 08:00:00,0.21387719142209,0.060431442030134,0.025351772089713086,0.0022487337626143477,1.0,1.0
2013-01-10 09:00:00,0.189339481461283,0.2500778101064494,0.018752088636430946,0.16138138155496265,1.0,1.0
2013-01-10 10:00:00,0.17644632616225012,0.35873842592570776,0.014519454541986356,0.24209214254334835,1.0,1.0
2013-01-10 11:00:00,0.20445016018895715,0.4273380822881225,0.007267843744530568,0.2899303723554874,1.0,1.0
2013-01-10 12:00:00,0.2135672018242367,0.44814269235222215,0.00686540469072577,0.2992466569227321,1.0,1.0
2013-01-10 13:00:00,0.21149917098989604,0.4262018851035866,0.007473514534231968,0.3037837790536136,1.0,1.0
2013-01-10 14:00:00,0.19748884521548413,0.3586219387736946,0.007280774761223852,0.2779794984680008,1.0,1.0
2013-01-10 15:00:00,0.16614620076502204,0.2623872252100617,0.008274721826924443,0.24065506965095124,1.0,1.0
2013-01-10 16:00:00,0.1358463768920631,0.092066777124929,0.009115016256508053,0.12605435578517907,1.0,1.0
2013-01-10 17:00:00,0.12891957202605023,1.2788962075292772e-05,0.011071832415883375,0.0021517370199403184,1.0,1.0
2013-01-10 18:00:00,0.13303868862483856,0.0,0.015716850179105856,0.0,1.0,1.0
2013-01-10 19:00:00,0.1393598310195824,0.0,0.011669910449697722,0.0,1.0,1.0
2013-01-10 20:00:00,0.14116608450487483,0.0,0.007983519567734618,0.0,1.0,1.0
2013-01-10 21:00:00,0.1372974751988818,0.0,0.004211934805274926,0.0,1.0,1.0
2013-01-10 22:00:00,0.1228007846513606,0.0,0.010005098804306955,0.0,1.0,1.0
2013-01-10 23:00:00,0.1216332821860794,0.0,0.005009333202736081,0.0,1.0,1.0
2013-01-11 00:00:00,0.11386476631612491,0.0,0.0035247083183607675,0.0,1.0,1.0
2013-01-11 01:00:00,0.11026660262615569,0.0,0.0032855427657249806,0.0,1.0,1.0
2013-01-11 02:00:00,0.10859732921891557,0.0,0.002887679762007038,0.0,1.0,1.0
2013-01-11 03:00:00,0.10501227321543725,0.0,0.002784447484631386,0.0,1.0,1.0
2013-01-11 04:00:00,0.10106270409024878,0.0,0.002587448165380186,0.0,1.0,1.0
2013-01-11 05:00:00,0.09450144194057072,0.0,0.0020512243849649036,0.0,1.0,1.0
2013-01-11 06:00:00,0.08852710277043906,0.0,0.0023354911201059893,0.0,1.0,1.0
2013-01-11 07:00:00,0.07676030328260725,0.0,0.0024124838251417023,0.0,1.0,1.0
2013-01-11 08:00:00,0.06786034945888626,0.06508337971296557,0.00230929427790629,0.0034007728411611588,1.0,1.0
2013-01-11 09:00:00,0.05392680300825904,0.29811895253899434,0.0028823316802117664,0.1499276750560836,1.0,1.0
2013-01-11 10:00:00,0.045675506339655635,0.40226686155927316,0.0011252125320730488,0.2525885012168347,1.0,1.0
2013-01-11 11:00:00,0.05150776314047486,0.46686259310417794,0.0027845292553008326,0.3211354474156653,1.0,1.0
2013-01-11 12:00:00,0.06840245059462916,0.4851364336421104,0.01178487157642826,0.3306714092223559,1.0,1.0
2013-01-11 13:00:00,0.08868490376396754,0.4520005604975635,0.019116360254784796,0.2934057183311548,1.0,1.0
2013-01-11 14:00:00,0.10830748994400624,0.37596148753113195,0.023900710868436512,0.23875553602458424,1.0,1.0
2013-01-11 15:00:00,0.10609321809509062,0.27023263264466846,0.027145159770111588,0.1955794581418089,1.0,1.0
2013-01-11 16:00:00,0.09506153877594904,0.09405694100571409,0.027055182039981193,0.10130246742255807,1.0,1.0
2013-01-11 17:00:00,0.1026783935686652,3.747363991629159e-05,0.036784657807791464,0.0019649417190489003,1.0,1.0
2013-01-11 18:00:00,0.11668291872936078,0.0,0.050281968761872214,0.0,1.0,1.0
2013-01-11 19:00:00,0.12615872054033403,0.0,0.059738724859751346,0.0,1.0,1.0
2013-01-11 20:00:00,0.1362500106756585,0.0,0.05820185706481341,0.0,1.0,1.0
2013-01-11 21:00:00,0.13931483354115243,0.0,0.05415968000442648,0.0,1.0,1.0
2013-01-11 22:00:00,0.1415189123356273,0.0,0.05323616578616876,0.0,1.0,1.0
2013-01-11 23:00:00,0.13510556181607006,0.0,0.0612089114499197,0.0,1.0,1.0
2013-01-12 00:00:00,0.13899769379097585,0.0,0.06675275524243837,0.0,1.0,1.0
2013-01-12 01:00:00,0.14745695884869145,0.0,0.06588425242506721,0.0,1.0,1.0
2013-01-12 02:00:00,0.15808291729960383,0.0,0.0600167117011548,0.0,1.0,1.0
2013-01-12 03:00:00,0.16364968966270638,0.0,0.05306602374457386,0.0,1.0,1.0
2013-01-12 04:00:00,0.171566531725035,0.0,0.05300490196058055,0.0,1.0,1.0
2013-01-12 05:00:00,0.17076918834861646,0.0,0.052753813969206906,0.0,1.0,1.0
2013-01-12 06:00:00,0.1638992297806328,0.0,0.05202690013293861,0.0,1.0,1.0
2013-01-12 07:00:00,0.1629523031806044,0.0,0.05044404250176262,0.0,1.0,1.0
2013-01-12 08:00:00,0.16566550716356876,0.062041291016723066,0.055252273216200916,0.0035814649168767415,1.0,1.0
