snapshot,ES1 0 onwind,ES1 0 solar,PT1 0 onwind,PT1 0 solar,PT1 0 CCGT,ES1 0 CCGT
2013-01-01 00:00:00,0.19830740313627362,0.0,0.14079022066202246,0.0,1.0,1.0
2013-01-01 01:00:00,0.1834418657531159,0.0,0.1098326608996133,0.0,1.0,1.0
2013-01-01 02:00:00,0.17340272429625503,0.0,0.10167900804645143,0.0,1.0,1.0
2013-01-01 03:00:00,0.16025449639619985,0.0,0.09838528615754477,0.0,1.0,1.0
2013-01-01 04:00:00,0.15652579307971773,0.0,0.10371925688868014,0.0,1.0,1.0
2013-01-01 05:00:00,0.1432214079456276,0.0,0.10548586073471852,0.0,1.0,1.0
2013-01-01 06:00:00,0.1392773457740718,0.0,0.10593529367354752,0.0,1.0,1.0
2013-01-01 07:00:00,0.13429546403159381,0.0,0.0900138469329221,0.0,1.0,1.0
2013-01-01 08:00:00,0.13191089688393565,0.05791630491620301,0.07760540611363984,0.0018728477063262795,1.0,1.0
2013-01-01 09:00:00,0.1310138285114569,0.2267245569031715,0.0750920382353766,0.21157764613291075,1.0,1.0
2013-01-01 10:00:00,0.11885319578072771,0.3173984216990308,0.04581891034777367,0.3272363775809107,1.0,1.0
2013-01-01 11:00:00,0.14831456597916148,0.3858415940436854,0.05517732699711082,0.4079417780602122,1.0,1.0
2013-01-01 12:00:00,0.18189454488568876,0.4135182292678502,0.05937470123191172,0.45460672435599553,1.0,1.0
2013-01-01 13:00:00,0.20140281248620598,0.38924300232319103,0.08557951139979132,0.448890064034897,1.0,1.0
2013-01-01 14:00:00,0.1998948960525222,0.3217572316719383,0.11490991062680007,0.38506004060373955,1.0,1.0
2013-01-01 15:00:00,0.18063642815486572,0.23591632410286353,0.13140181756702324,0.2836985774030134,1.0,1.0
2013-01-01 16:00:00,0.14857189508391755,0.06824051679355439,0.11528772534824354,0.12211576457369079,1.0,1.0
2013-01-01 17:00:00,0.14599373730000903,0.0,0.10946541900752946,0.0,1.0,1.0
2013-01-01 18:00:00,0.14601598200235197,0.0,0.09706226330101655,0.0,1.0,1.0
2013-01-01 19:00:00,0.14516592858544355,0.0,0.09200997629179351,0.0,1.0,1.0
2013-01-01 20:00:00,0.14640014416435604,0.0,0.09207605024929724,0.0,1.0,1.0
2013-01-01 21:00:00,0.15038393393725147,0.0,0.0856224158493965,0.0,1.0,1.0
2013-01-01 22:00:00,0.1206346297324459,0.0,0.08260462844465274,0.0,1.0,1.0
2013-01-01 23:00:00,0.13833511973404178,0.0,0.09442885415081777,0.0,1.0,1.0
2013-01-02 00:00:00,0.1539188930524653,0.0,0.10431998744768697,0.0,1.0,1.0
2013-01-02 01:00:00,0.1647947447259737,0.0,0.10999318114162733,0.0,1.0,1.0
2013-01-02 02:00:00,0.17603530914644924,0.0,0.11102929243674853,0.0,1.0,1.0
2013-01-02 03:00:00,0.17585983662980811,0.0,0.09199940049326308,0.0,1.0,1.0
2013-01-02 04:00:00,0.18554461807382744,0.0,0.09605998837299871,0.0,1.0,1.0
2013-01-02 05:00:00,0.18881666957847376,0.0,0.10111290738602591,0.0,1.0,1.0
2013-01-02 06:00:00,0.19492648397761939,0.0,0.08743007049267791,0.0,1.0,1.0
2013-01-02 07:00:00,0.19837020821347748,0.0,0.07013528634162026,0.0,1.0,1.0
2013-01-02 08:00:00,0.20294626667514798,0.06721847062447202,0.06319440002624563,0.002309621795228497,1.0,1.0
2013-01-02 09:00:00,0.2094022318574812,0.3530200180712405,0.05740420695366263,0.3015621310124755,1.0,1.0
2013-01-02 10:00:00,0.17726568787008246,0.5104804755700063,0.02910207053946665,0.49010066786362244,1.0,1.0
2013-01-02 11:00:00,0.2375685449103017,0.5928332153911549,0.01869379608002125,0.5962067343528558,1.0,1.0
2013-01-02 12:00:00,0.2727192334026287,0.604869916973884,0.016817086576567542,0.6550211736122631,1.0,1.0
2013-01-02 13:00:00,0.2975385599239624,0.5553268044300365,0.015105350401083647,0.6312803791810737,1.0,1.0
2013-01-02 14:00:00,0.3054617880919378,0.4511045996562428,0.015858763389174378,0.5405313928864074,1.0,1.0
2013-01-02 15:00:00,0.30303680194716265,0.30079789714575306,0.018079114513701262,0.38633924132455294,1.0,1.0
2013-01-02 16:00:00,0.2695377487592066,0.08564076094642524,0.024959489775317926,0.16532876450022885,1.0,1.0
2013-01-02 17:00:00,0.285665964836292,0.0,0.050134134808483645,0.0,1.0,1.0
2013-01-02 18:00:00,0.3003184883242892,0.0,0.0795051220138986,0.0,1.0,1.0
2013-01-02 19:00:00,0.3053007529059726,0.0,0.10682526380895149,0.0,1.0,1.0
2013-01-02 20:00:00,0.3031862298874035,0.0,0.12359777850339554,0.0,1.0,1.0
2013-01-02 21:00:00,0.29978499912635886,0.0,0.13898306433177837,0.0,1.0,1.0
2013-01-02 22:00:00,0.24939045849858035,0.0,0.1747629090521796,0.0,1.0,1.0
2013-01-02 23:00:00,0.24385557868765867,0.0,0.19801959008770315,0.0,1.0,1.0
2013-01-03 00:00:00,0.23584084879392225,0.0,0.21389030779941395,0.0,1.0,1.0
2013-01-03 01:00:00,0.21981986159143171,0.0,0.21223201034096206,0.0,1.0,1.0
2013-01-03 02:00:00,0.21675096395963142,0.0,0.221133496507973,0.0,1.0,1.0
2013-01-03 03:00:00,0.21263522082422215,0.0,0.2215149058446574,0.0,1.0,1.0
2013-01-03 04:00:00,0.21572213532732865,0.0,0.22835716162613295,0.0,1.0,1.0
2013-01-03 05:00:00,0.212878167021975,0.0,0.23742856492533806,0.0,1.0,1.0
2013-01-03 06:00:00,0.20507096017024318,0.0,0.25412007309806917,0.0,1.0,1.0
2013-01-03 07:00:00,0.18819663705848874,0.0,0.27362206566222685,0.0,1.0,1.0
2013-01-03 08:00:00,0.17144506758407815,0.07041237095684497,0.285978961228365,0.0021788245369703777,1.0,1.0
2013-01-03 09:00:00,0.1372884642820896,0.4396933678673156,0.27042589456118227,0.33874236514945094,1.0,1.0
2013-01-03 10:00:00,0.08551494680339387,0.6100421758511898,0.2215764733885373,0.5772109983008099,1.0,1.0
2013-01-03 11:00:00,0.066277474236411,0.6741374909807956,0.2016281734218678,0.6697940558031372,1.0,1.0
2013-01-03 12:00:00,0.055590882056475194,0.6802056492275064,0.2130503360673504,0.703064668601657,1.0,1.0
2013-01-03 13:00:00,0.05226574701417869,0.6254951691761044,0.19913311763301295,0.6709887198407023,1.0,1.0
2013-01-03 14:00:00,0.05308532673153516,0.508783595698768,0.1877632630811493,0.5764203471581832,1.0,1.0
2013-01-03 15:00:00,0.05145787315585149,0.3367411554182888,0.1752136633174236,0.4175868773665718,1.0,1.0
2013-01-03 16:00:00,0.045706927877467,0.0988755772467492,0.15130069113007472,0.18542741602526758,1.0,1.0
2013-01-03 17:00:00,0.05001919742698746,0.0,0.16223351070450334,0.0,1.0,1.0
2013-01-03 18:00:00,0.05841407069789721,0.0,0.19645989622477072,0.0,1.0,1.0
2013-01-03 19:00:00,0.06394144469042717,0.0,0.21933003061019213,0.0,1.0,1.0
2013-01-03 20:00:00,0.06581564442416611,0.0,0.22923212711406793,0.0,1.0,1.0
2013-01-03 21:00:00,0.06529833988766798,0.0,0.23329771246257472,0.0,1.0,1.0
2013-01-03 22:00:00,0.06759730583526175,0.0,0.2435884203258349,0.0,1.0,1.0
2013-01-03 23:00:00,0.06012241114859248,0.0,0.24273870764411004,0.0,1.0,1.0
2013-01-04 00:00:00,0.057271790342882475,0.0,0.24758817073044959,0.0,1.0,1.0
2013-01-04 01:00:00,0.0558087792809321,0.0,0.2471396512345881,0.0,1.0,1.0
2013-01-04 02:00:00,0.05676747764417514,0.0,0.24602092766030456,0.0,1.0,1.0
2013-01-04 03:00:00,0.05916817236393324,0.0,0.25367055994330434,0.0,1.0,1.0
2013-01-04 04:00:00,0.0600952364244453,0.0,0.2576811869449191,0.0,1.0,1.0
2013-01-04 05:00:00,0.06222831811776949,0.0,0.2626315843792839,0.0,1.0,1.0
2013-01-04 06:00:00,0.06502847551146351,0.0,0.27028201807131585,0.0,1.0,1.0
2013-01-04 07:00:00,0.06548483087964418,0.0,0.27662123773667247,0.0,1.0,1.0
2013-01-04 08:00:00,0.06561963500082721,0.06982443325223435,0.27484431115132496,0.002152807257796554,1.0,1.0
2013-01-04 09:00:00,0.0589989996616257,0.44062686973984316,0.2519743217346514,0.33692621142826995,1.0,1.0
2013-01-04 10:00:00,0.045304392912292574,0.6062631740113541,0.21587829311328427,0.5622246676288547,1.0,1.0
2013-01-04 11:00:00,0.03493658790375563,0.6739536248536946,0.1324919668555536,0.651777507590912,1.0,1.0
2013-01-04 12:00:00,0.03538540957875749,0.6882887711978485,0.13193439692009276,0.6860603651981418,1.0,1.0
2013-01-04 13:00:00,0.03270997502441379,0.6440170647781381,0.12067049733970107,0.6599457941430972,1.0,1.0
2013-01-04 14:00:00,0.030274036511739204,0.5341978450974927,0.11233028856303844,0.5685932703703283,1.0,1.0
2013-01-04 15:00:00,0.02744794567069947,0.35578796733529766,0.10159584578033115,0.4129301918413317,1.0,1.0
2013-01-04 16:00:00,0.026556093102980554,0.1072719488202834,0.08626004456652034,0.18562625153292925,1.0,1.0
2013-01-04 17:00:00,0.03498250493229812,0.0,0.09558365743642264,0.0,1.0,1.0
