Label,Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
SP,25311701316.124187,,1562.0605218410492,132.8671624660492,1562.6075830459597,1695.474745512009,1895688,1440348,3869565,0,0,0,2
EV,25006433828.30948,,566.8363029956818,69.34086966514587,567.0553011894226,636.3961708545685,632328,823312,2150346,0,0,0,2
EEV,28806083293.949047,,6.340643882751465,132.98262691497803,6.897602796554565,139.8802297115326,1895688,1440348,3869565,0,0,0,2
EVPI,25123799908.67622,,532.566640496254,81.47744814554851,532.9512911637624,614.4287393093109,1474568.0,823317.3333333334,2265034.0,0.0,0.0,0.0,2.0
EVPI std,679963986.792448,,149.4637863406203,4.860118850126109,149.46186326558274,148.95460964596617,326198.1493509735,2.0655911179772892,44418.471400983624,0.0,0.0,0.0,0.0
