year,carrier,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_production_cost,total_co2_emission_cost,total_production_cost_with_emission,total_cost
2025,CCGT,60900.664000000004,4301.335483516739,11,1,425951485.86072665,53637577.21851958,10727515.443703918,2086192656.7289243,911838812.714833,2998031469.443757,3423982955.304484
2025,coal,9478.786965467825,0.0,5,0,0.0,1070353.9463518148,363920.3417596171,30180737.79031405,30933229.04956745,61113966.839881495,61113966.839881495
2025,offwind-ac,27469.304443667334,14524.935603956328,9,4,2682878527.4830203,52042940.44218559,0.0,780644.1066327838,0.0,780644.1066327838,2683659171.589653
2025,onwind,64079.00668944659,30658.745266109203,11,5,2945872764.4720407,79130381.6956557,0.0,1186955.7254348337,0.0,1186955.7254348337,2947059720.1974754
2025,ror,5571.016495,5277.0,4,2,1578562966.9515445,30638067.60140562,0.0,0.0,0.0,0.0,1578562966.9515445
2025,solar,25414.038546077332,25414.038546077332,11,11,904792410.9102377,60755245.049011946,0.0,607552.4504901195,0.0,607552.4504901195,905399963.3607278
2030,CCGT,60900.664000000004,0.0,11,0,0.0,37827588.104071565,7565517.620814313,1471775617.9479518,643068997.7692167,2114844615.7171686,2114844615.7171686
2030,coal,9478.786965467825,0.0,5,0,0.0,1024834.9411959877,348443.88000663585,28897239.781298988,29617729.80056405,58514969.58186304,58514969.58186304
2030,offwind-ac,27469.304443667334,3638.1836979588734,9,1,669562313.0876268,51263575.109366536,0.0,768953.626640498,0.0,768953.626640498,670331266.7142673
2030,onwind,64079.00668944659,16021.999254519476,11,2,1539488026.2257419,84903520.44616462,0.0,1273552.806692467,0.0,1273552.806692467,1540761579.0324342
2030,ror,5571.016495,0.0,4,0,0.0,30638067.60140562,0.0,0.0,0.0,0.0,0.0
2030,solar,25414.038546077332,25414.038546077332,11,11,904792410.9102377,91931148.01775774,0.0,919311.4801775775,0.0,919311.4801775775,905711722.3904152
2040,CCGT,60900.664000000004,0.0,11,0,0.0,52654236.570511445,10530847.314102288,2053098298.1559796,895122021.6986945,2948220319.8546743,2948220319.8546743
2040,coal,9478.786965467825,0.0,5,0,0.0,2640609.7440144434,897807.3129649108,74457192.93349816,76313621.60201742,150770814.53551558,150770814.53551558
2040,offwind-ac,27469.304443667334,0.0,9,0,0.0,55905488.294962406,0.0,838582.3244244361,0.0,838582.3244244361,838582.3244244361
2040,onwind,64079.00668944659,7666.034391617716,11,1,736597722.1101904,109416113.49784194,0.0,1641241.7024676253,0.0,1641241.7024676253,738238963.8126581
2040,ror,5571.016495,0.0,4,0,0.0,30638067.601405617,0.0,0.0,0.0,0.0,0.0
2040,solar,25414.038546077332,3791.67517874292,11,1,134991489.84697044,103694794.83743943,0.0,1036947.9483743943,0.0,1036947.9483743943,136028437.79534483
2050,CCGT,60900.664000000004,0.0,11,0,0.0,59895158.47879053,11979031.695758106,2337425466.6419435,1018217694.139439,3355643160.7813826,3355643160.7813826
2050,coal,9478.786965467825,0.0,5,0,0.0,3433186.129216551,1167283.2839336274,96805445.24957576,99219079.13435833,196024524.38393408,196024524.38393408
2050,offwind-ac,27469.304443667334,0.0,9,0,0.0,59670848.062122434,0.0,895062.7209318365,0.0,895062.7209318365,895062.7209318365
2050,onwind,64079.00668944659,0.0,11,0,0.0,117906342.34307908,0.0,1768595.1351461818,0.0,1768595.1351461818,1768595.1351461818
2050,ror,5571.016495,0.0,4,0,0.0,30638067.60140562,0.0,0.0,0.0,0.0,0.0
2050,solar,25414.038546077332,0.0,11,0,0.0,106474052.61056457,0.0,1064740.5261056458,0.0,1064740.5261056458,1064740.5261056458
