year,scenario,production,co2_emission,co2_emission_cost,production_cost,production_cost_with_emission
2025,NT,277274565.95313025,11091435.785463534,942772041.7644005,2118948546.801796,3061720588.5661964
2030,NT,297588734.21996206,7913961.50082095,672686727.5697807,1503634675.6427612,2176321403.212542
2040,DE,371528999.27356035,13060960.627289103,1110181653.3195739,2426039464.2977614,3536221117.6173353
2040,GA,330543818.87244153,9068775.898018982,770845951.3316134,1706596676.7274706,2477442628.059084
2040,NT,362775113.49252397,12156227.355893517,1033279325.2509489,2260580648.169001,3293859973.41995
2050,DE,400631852.50168097,15629298.72949538,1328490392.0071073,2889173262.4437776,4217663654.450885
2050,GA,355403457.9486766,10663331.229888089,906383154.5404875,1986745358.1036289,2893128512.6441164
