Label,Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
SP,37623948502.234825,,984.1638720035552,223.33586740493772,985.2233970165252,1208.559264421463,3258416,2960508,7782901,0,0,0,2
EV,37362449431.267845,,375.3182101249695,114.6433572769165,375.7882211208344,490.43157839775085,1086512,1691956,4325032,0,0,0,2
EEV,37840077912.05131,,34.765191078186035,223.18296933174133,35.83842444419861,259.02139377593994,3258416,2960508,7782901,0,0,0,2
