Label,Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
SP,25691745664.57954,,240.59470105171204,25.0413510799408,240.7023057937622,265.743656873703,346864,240076,655115,0,0,0,2
EV,25457315383.68988,,86.1663019657135,12.9483323097229,86.20652985572815,99.15486216545104,115696,137228,362936,0,0,0,2
EEV,26280411141.42625,,4.731589078903198,24.973524570465088,4.8274664878845215,29.80099105834961,346864,240076,655115,0,0,0,2
EVPI,25500947796.46584,,91.26411946614583,15.414908409118652,91.32423106829326,106.73913947741191,269808.0,137233.33333333334,384440.0,0.0,0.0,0.0,2.0
EVPI std,1062329098.3063183,,8.28916844601492,1.003262353545211,8.291461257533378,8.524066890330207,59687.32094507175,2.065591117977289,8328.46338768443,0.0,0.0,0.0,0.0
