year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,546740799.2220379,0.0,908841.0670380645,1478424.4494001917,0.0,515942.4844590288,549644007.2229352
2030,389615027.6881574,0.0,805091.9749059584,1164219.8487152667,0.0,859904.1407650481,392444243.65254366
2040,549344202.6967362,7177580.559625901,957745.0619966884,1261950.3429666562,0.0,1194137.1493827992,559935615.8107083
2050,641025287.7763883,0.0,934062.1934194523,1346534.0513701525,0.0,1370913.2840703628,644676797.3052483
