year,CCGT,coal,offwind-ac,onwind,ror,solar
2025,9802665.285597596,0.0,60589404.4692043,98561629.96001288,38243835.95379949,51594248.445902884
2030,6971852.999859555,0.0,53672798.327063896,77614656.58101788,63844081.21280881,85990414.0765048
2040,9857855.270887729,129566.30297448431,63849670.79977923,84130022.86444384,66145228.88398248,119413714.93827993
2050,11579920.745016845,0.0,62270812.89463015,89768936.75801027,66165041.056149215,137091328.40703627
