year,scenario,count_total,count_bucket,percent_bucket_of_total
2025,NT,7392,18,0.2435064935064935
2030,NT,7392,54,0.7305194805194805
2040,DE,7392,0,0.0
2040,GA,7392,0,0.0
2040,NT,7392,1,0.013528138528138528
2050,DE,7392,20,0.27056277056277056
2050,GA,7392,33,0.4464285714285714
