,lower_bound,upper_bound,count,percent_of_high,percent_of_total
0,62.171,105.686,407,92.5,0.7865646258503401
36,1628.649,1672.162,14,3.1818181818181817,0.027056277056277056
35,1585.136,1628.649,4,0.9090909090909091,0.007730364873222016
97,4282.957,4326.47,4,0.9090909090909091,0.007730364873222016
37,1672.162,1715.676,4,0.9090909090909091,0.007730364873222016
98,4326.47,4369.983,2,0.45454545454545453,0.003865182436611008
96,4239.444,4282.957,2,0.45454545454545453,0.003865182436611008
95,4195.93,4239.444,1,0.22727272727272727,0.001932591218305504
94,4152.417,4195.93,1,0.22727272727272727,0.001932591218305504
99,4369.983,4413.497,1,0.22727272727272727,0.001932591218305504
