year,AIC,expected_OC,total_cost
2025,8135490871.286813,2976594192.1404862,11112085063.4273
2030,3328882173.5569983,2051663766.0507178,5380545939.607716
2040,817179566.0679724,3069710278.4520836,3886889844.520056
2050,0.0,3814618143.641504,3814618143.641504
