year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,192912.81713965908,82267.72085755103,51,24,7971877330.767457,274892063.13475096,9456713.994640615,1134805679.3568738,1841788512.7836125,2976594192.1404862,10948471522.907944
2030,192912.81713965908,44739.0212121535,51,17,3327564409.7597384,295042644.243419,6513634.593547199,781636151.2256639,1270027614.825054,2051663766.050718,5379228175.810456
2040,192912.81713965908,9929.437647174233,51,3,817179566.0679724,351867146.39380753,9769985.524413642,1172398262.929637,1897312015.5224462,3069710278.452083,3886889844.520056
2050,192912.81713965908,0.0,51,0,0.0,375027546.5014405,11883169.557004744,1425980346.8405693,2299992283.7112064,3725972630.5517755,3725972630.5517755
