year,AIC,expected_OC,total_cost
2025,4771962586.309699,5287841002.771183,10059803589.080883
2030,2789244061.4406567,4356247722.433505,7145491783.874162
2040,1184147878.150772,5557856727.09606,6742004605.246832
2050,404145019.5792892,5963572037.284302,6367717056.863591
