year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,48228.20428491477,33275.989104902204,51,38,3688202104.523126,273938656.66917294,20238180.31448819,1619054425.1590552,3668786577.6121283,5287841002.771183,8976043107.29431
2030,48228.20428491477,26440.225828979965,51,30,2747646892.971551,293318728.925178,16503469.33319508,1320277546.6556063,3035970175.777899,4356247722.433505,7103894615.405056
2040,48228.20428491477,15086.828098671169,51,19,1184147878.150772,350372062.5551907,21286445.5945943,1702915647.5675437,3854941079.5285153,5557856727.096059,6742004605.246831
2050,48228.20428491477,8270.018234423762,51,12,404145019.5792892,373731752.61195725,22884436.91461524,1830754953.1692193,4132817084.1150823,5963572037.284301,6367717056.86359
