Label,Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
SP,28118462047.45756,,971.644653081894,51.60195708274841,971.8571479320526,1023.459105014801,693616,480036,1310252,0,0,0,2
EV,25457315383.68988,,88.61484408378601,12.932337999343872,88.65350365638733,101.5858416557312,115696,137228,362936,0,0,0,2
EEV,26280411141.42625,,5.166545152664185,25.05975699424744,5.259368658065796,30.319125652313232,346864,240076,655115,0,0,0,2
EVPI,25500947796.46584,,93.73093914985657,15.514054457346598,93.79417606194814,109.30823051929474,269808.0,137233.33333333334,384440.0,0.0,0.0,0.0,2.0
EVPI std,1062329098.3063183,,8.330125467596519,0.9784136648174495,8.33200991607069,8.537230636264034,59687.32094507175,2.065591117977289,8328.46338768443,0.0,0.0,0.0,0.0
