,lower_bound,upper_bound,count,percent_of_high,percent_of_total
0,62.171,100.309,494,88.21428571428571,0.954700061842919
65,2541.073,2579.21,24,4.285714285714286,0.0463821892393321
66,2579.21,2617.347,16,2.857142857142857,0.030921459492888066
20,824.911,863.048,10,1.7857142857142856,0.01932591218305504
99,3837.729,3875.866,5,0.8928571428571428,0.00966295609152752
64,2502.936,2541.073,4,0.7142857142857143,0.007730364873222016
98,3799.592,3837.729,3,0.5357142857142857,0.0057977736549165125
97,3761.455,3799.592,2,0.35714285714285715,0.003865182436611008
95,3685.181,3723.318,1,0.17857142857142858,0.001932591218305504
21,863.048,901.185,1,0.17857142857142858,0.001932591218305504
