scenario,year,dual_value
NT,2025,-31727.300250536853
NT,2030,-3397.123924408647
NT,2040,-0.31482022930170217
GA,2040,-1813.0329683567302
DE,2040,0.0
GA,2050,-1867.0550676428902
DE,2050,-4.162806392242686
