scenario,year,dual_value
NT,2025,-31507.148010630364
NT,2030,-9151.161309773128
NT,2040,-10213.468856064866
GA,2040,-0.928712819198633
DE,2040,-10238.513947115325
GA,2050,-15227.941161233397
DE,2050,-15333.682909849196
