Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
28985319360.828037,,294.8919608592987,29.670408248901367,294.9986367225647,324.66904497146606,462448,274352,758036,0,0,0,2
