Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Model Status
10746010759.984539,6.977275235481642e-11,15.22000002861023,42.22318077087402,15.414274215698242,57.637454986572266,473066,464294,1287731,2
