year,num_buildout,capacity,investment_cost,cycles_per_year
2025,3,40175.842605474885,882218312.1829643,67.4600372276685
2030,0,40175.842605474885,0.0,68.18370480750293
2040,0,40175.842605474885,0.0,99.58516570649292
2050,0,40175.842605474885,0.0,125.18765924510402
