year,scenario,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,NT,123852555.57070173,286990.53133697127,40222096.81987784,73065305.27110736,15130152.62365348,29131692.362209402,281688793.1788868
2030,NT,101981893.9447943,49251.39849213582,48942712.587172806,90530755.03486349,20173536.831537973,38842256.48294587,300520406.27980655
2040,DE,43913504.49764893,1003163.4705169555,18568727.401205428,37581366.92092457,8135089.067301873,16184273.534560777,125386124.89215854
2040,GA,33616622.63284045,61465.18070084383,17671008.10778655,35713916.40328522,8135089.067301873,16184273.534560777,111382374.9264757
2040,NT,41794626.58497909,670415.503035458,18418919.076442987,37185997.98960791,8135089.067301873,16184273.534560777,122389321.75592807
2050,DE,71442516.09641734,2915083.1772294184,28135949.816765632,59363898.462396935,12202633.60095281,29131692.362209402,203191773.51597154
2050,GA,54943863.33851517,370469.8353556957,26946355.748091787,56379529.8996651,12202633.60095281,29131692.362209402,179974544.78478995
