year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,123852555.57070173,286990.53133697127,40222096.81987784,73065305.27110736,15130152.62365348,29131692.362209402,281688793.1788868
2030,101981893.9447943,49251.39849213582,48942712.587172806,90530755.03486349,20173536.831537973,38842256.48294587,300520406.27980655
2040,119324753.71546847,1735044.1542532574,54658654.585434966,110481281.3138177,24405267.20190562,48552820.60368233,359157821.5745623
2050,126386379.4349325,3285553.012585114,55082305.56485742,115743428.36206204,24405267.20190562,58263384.724418804,383166318.3007615
