Label,Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
SP,23812811173.04273,,380.2241840362549,134.45688819885254,380.7699792385101,515.2268674373627,1895688,1440348,3869565,0,0,0,2
EV,23523183907.35539,,185.49061608314517,69.8768675327301,185.7131462097168,255.5900137424469,632328,823312,2150346,0,0,0,2
EEV,25580117380.974792,,4.296597957611084,134.32228875160217,4.819241046905518,139.1415297985077,1895688,1440348,3869565,0,0,0,2
EVPI,23600127860.809414,,164.1948595046997,82.40621141592662,164.58177069822946,246.9879821141561,1474568.0,823317.3333333334,2265034.0,0.0,0.0,0.0,2.0
EVPI std,1055941263.5408673,,11.345949498147393,4.9822992305863,11.337286241352595,12.601061321472754,326198.1493509735,2.065591117977289,44418.471400983624,0.0,0.0,0.0,0.0
