lower_bound,upper_bound,count,percent_of_interval
27.999,28.1,281,29.610115911485774
28.1,28.2,108,11.380400421496311
28.2,28.3,87,9.167544783983141
28.3,28.4,36,3.7934668071654376
28.4,28.5,33,3.477344573234984
28.5,28.6,138,14.541622760800843
28.6,28.7,50,5.268703898840886
28.7,28.8,53,5.584826132771338
28.8,28.9,108,11.380400421496311
28.9,29.0,55,5.795574288724974
