lower_bound,upper_bound,count,percent_of_interval
54.999,55.1,36,1.9241047568145375
55.1,55.2,119,6.360235168359166
55.2,55.3,153,8.177445216461784
55.3,55.4,262,14.003206841261356
55.4,55.5,252,13.468733297701762
55.5,55.6,189,10.101549973276324
55.6,55.7,179,9.56707642971673
55.7,55.8,68,3.6344200962052375
55.8,55.9,576,30.7856761090326
55.9,56.0,37,1.977552111170497
