lower_bound,upper_bound,count,percent_of_interval
18.999,19.1,273,20.713201820940817
19.1,19.2,97,7.359635811836116
19.2,19.3,170,12.898330804248861
19.3,19.4,140,10.62215477996965
19.4,19.5,142,10.773899848254933
19.5,19.6,181,13.732928679817904
19.6,19.7,163,12.36722306525038
19.7,19.8,97,7.359635811836116
19.8,19.9,53,4.021244309559939
19.9,20.0,2,0.15174506828528073
