,Building Generators (€),Building Transmission Lines (€),Building Batteries (€),Energy Production Cost (w/o Emissions) (€),CO2 Emissions Cost (€),Production Cost with Emissions (€),Load Shedding Cost (€),Curtailment Cost (€),Total Cost (€)
0,0.0,0.0,8984551730.460983,1859830988.6303706,836530725.4374397,2696361714.0678105,0.0,891273627.6807563,12572187072.209549
