,Built Generators,Potential Generators,Capacity,Potential Capacity,Utilization rate (%),Max utilization rate (%)
CCGT,,11,0.0,6090.066400000001,17.520848140419996,100.0
coal,,5,0.0,947.8786965467825,3.5020583325224695,100.0
offwind-ac,,9,0.0,2746.9304443667334,72.99221865185477,25.15071959192682
onwind,,11,0.0,6407.90066894466,7.441158401117352,18.48473018110812
ror,,4,0.0,557.1016495,351.1525371011879,30.597381279115478
solar,,11,0.0,2541.4038546077336,82.25173939318708,17.32755275576799
