Label,Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
SP,23670962804.891903,,430.2704529762268,145.69558215141296,430.9735453128815,576.6691274642944,1895688,1440348,3869565,0,0,0,2
EV,23387390633.166985,,176.68463492393494,75.31256675720215,176.92537260055542,252.2379393577576,632328,823312,2150346,0,0,0,2
EEV,25320647071.422165,,13.991303205490112,144.67095375061035,14.590301036834717,159.26125478744507,1895688,1440348,3869565,0,0,0,2
EVPI,23439124163.809063,,187.84255894025168,88.711266040802,188.26433058579764,276.9755966265996,1474568.0,823317.3333333334,2265034.0,0.0,0.0,0.0,2.0
EVPI std,1051162522.8366611,,23.746552784248106,5.299574451840992,23.750490982560855,25.042160258877068,326198.1493509735,2.065591117977289,44418.471400983624,0.0,0.0,0.0,0.0
