year,CCGT,coal,offwind-ac,onwind,ror,solar
2025,92480746.55795863,6842806.475417731,41280045.097664356,89256469.79247405,19154103.058242563,25797124.222951442
2030,79072137.22687776,2865974.7040774943,47500713.69428178,104698728.90559638,25538804.07765675,34396165.63060192
2040,99279631.17482021,4707685.742685973,53323716.166579455,125005049.64828241,25538804.077656746,42995207.0382524
2050,105133983.92176822,5440407.172016983,54234120.19050968,132028266.87161961,25538804.07765675,51594248.445902884
