year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,5076234588.368351,379070742.9609441,619200.6764649653,1338847.0468871093,0.0,257971.2422295144,5457521350.294877
2030,4339454053.3291445,158766313.83406264,712510.7054142267,1570480.9335839439,0.0,343961.6563060192,4500847320.458511
2040,5452714579.582707,260791524.43043107,799855.7424986919,1875075.744724234,0.0,429952.070382524,5716610987.570744
2050,5777021452.984549,301382071.2474014,813511.8028576451,1980424.0030742914,0.0,515942.4844590288,6081713402.522341
