scenario,year,dual_value
NT,2025,-31511.480878676146
NT,2030,-10920.711691737137
NT,2040,-13.37713349355161
GA,2040,0.0
DE,2040,-8738.624355065589
GA,2050,-2589.2897424398057
DE,2050,-1023.1558219868758
