year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,48228.20428491477,21689.096014758306,51,24,2249551389.884301,275179209.3032638,7239099.52339592,579127961.8716736,1281847495.7545033,1860975457.6261768,4110526847.510478
2030,48228.20428491477,21827.627606120983,51,25,2274753272.632321,295095390.3319677,9066600.88315605,725328070.6524839,1596026442.6067064,2321354513.25919,4596107785.891511
2040,48228.20428491477,22484.02427313851,51,26,2355695920.4934497,352024309.20987195,16085012.205814594,1286800976.4651675,2830019218.4402895,4116820194.905457,6472516115.398907
2050,48228.20428491477,23521.088267902574,51,26,2458138060.8640466,375266176.0693874,19576282.607597448,1566102608.6077957,3456797839.2107882,5022900447.8185835,7481038508.682631
