year,AIC,expected_OC,total_cost
2025,3609557631.4542227,1860975457.6261768,5470533089.0803995
2030,2288534291.32387,2321354513.2591906,4609888804.583061
2040,2355695920.4934497,4116820194.905457,6472516115.398907
2050,2458138060.8640466,5022900447.8185835,7481038508.682631
