,lower_bound,upper_bound,count,percent_of_high,percent_of_total
0,62.171,86.937,387,53.15934065934066,0.7479128014842301
1,86.937,111.701,237,32.55494505494506,0.45802411873840443
10,309.814,334.578,40,5.4945054945054945,0.07730364873222016
99,2513.823,2538.587,13,1.7857142857142856,0.02512368583797155
98,2489.058,2513.823,11,1.510989010989011,0.021258503401360544
97,2464.294,2489.058,10,1.3736263736263736,0.01932591218305504
40,1052.738,1077.502,6,0.8241758241758242,0.011595547309833025
96,2439.53,2464.294,5,0.6868131868131868,0.00966295609152752
2,111.701,136.465,5,0.6868131868131868,0.00966295609152752
9,285.05,309.814,4,0.5494505494505495,0.007730364873222016
