year,DE,GA,NT,Average
2025,,,2246.486741992348,2246.486741992348
2030,,,734.7913790248758,734.7913790248758
2040,621.3571932082295,527.1075968203886,584.0573886024519,577.5073928770233
2050,489.4988606367023,423.1821940587058,,456.3405273477041
