year,scenario,production,co2_emission,co2_emission_cost,production_cost,production_cost_with_emission
2025,NT,274811295.20470876,20822703.51323376,1665816281.0587006,3791705069.2361765,5457521350.294877
2030,NT,294072524.2390921,16788858.8447619,1343108707.5809522,3157738612.8775587,4500847320.45851
2040,DE,367284310.15288377,23992245.592279263,1919379647.3823411,4451728985.586553,6371108632.968894
2040,GA,326657369.5402676,17782628.318460863,1422610265.4768689,3344395175.189539,4767005440.666408
2040,NT,358608601.8516802,22594744.2516917,1807579540.1353357,4204139348.941597,6011718889.076933
2050,DE,396399684.04182655,26413257.71725482,2113060617.3803856,4881614594.233668,6994675211.614055
2050,GA,351539977.3171217,19339812.728424013,1547185018.2739213,3621566575.1567063,5168751593.430628
