year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,48228.20428491477,34582.459583318945,51,39,3746406249.8909397,274811295.20470876,20822703.51323376,1665816281.0587006,3791705069.2361765,5457521350.294877,9203927600.185818
2030,48228.20428491477,29327.003554547224,51,34,3039157250.4734674,294072524.2390921,16788858.8447619,1343108707.5809522,3157738612.8775587,4500847320.45851,7540004570.931978
2040,48228.20428491477,16496.16057620105,51,20,1331254287.2689848,350850093.8482772,21456539.38747727,1716523150.9981818,4000087836.572562,5716610987.5707445,7047865274.839729
2050,48228.20428491477,8270.018234423762,51,12,410347533.255107,373969830.6794741,22876535.22283942,1830122817.8271534,4251590584.6951876,6081713402.522341,6492060935.777448
