Label,Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
SP,27266435432.444115,,5861.102117061615,625.6322104930878,5864.681837320328,6490.314047813416,7580808,5759544,15471470,0,0,0,2
EV,26979822839.65113,,3021.6348547935486,323.1958067417145,3023.224128007889,3346.4199347496037,2527368,3291424,8595686,0,0,0,2
EEV,27365755810.35558,,80.05889296531677,621.068767786026,83.57821369171143,704.6469814777374,7580808,5759544,15471470,0,0,0,2
EVPI,27056364941.649536,,2955.2026813824973,383.38533262411755,2957.604452331861,3340.9897849559784,5896328.0,3291429.3333333335,9054438.0,0.0,0.0,0.0,2.0
EVPI std,1137342207.2588608,,435.6263892293284,23.157420192761556,435.41413361447013,415.050747800417,1304792.597403894,2.065591117977289,177673.8856039345,0.0,0.0,0.0,0.0
