scenario,year,dual_value
NT,2025,-296.0632503210617
NT,2030,-105.035072609635
NT,2040,-5.479452749684043
GA,2040,-2.1578740030568895
DE,2040,-26.029271510340834
GA,2050,-7.611357666959606
DE,2050,-132.96407989970447
