year,num_buildout,capacity,investment_cost,cycles_per_year
2025,1,399.3809739075641,8769976.828580694,203.82229043766458
2030,1,1030.652088930855,13862035.031713625,156.1423504888905
2040,0,1030.652088930855,0.0,26.071428571428573
2050,1,7390.348138316665,139652088.19095775,131.40214749914182
