year,scenario,count_total,count_bucket,percent_bucket_of_total
2025,NT,7392,0,0.0
2030,NT,7392,20,0.27056277056277056
2040,DE,7392,0,0.0
2040,GA,7392,0,0.0
2040,NT,7392,5,0.06764069264069264
2050,DE,7392,45,0.6087662337662338
2050,GA,7392,40,0.5411255411255411
